"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"164","~gpp_avg2 * season2 + sex","~year2","~gpp_avg2 * season2 + sex","Phi(~gpp_avg2 * season2 + sex)p(~year2)f(~gpp_avg2 * season2 + sex)",21,17810.4959783393,281.404306040014,0,994.05279
"776","~rain_sum2 * season2","~time","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2 * season2)p(~time)f(~rain_sum_lag2 * season2 + sex)",31,17810.8136722993,281.722000000002,0,974.04962
"747","~rain_sum2 + season2 + sex","~time + sex","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2 * season2 + sex)",32,17810.937488681,281.845816381618,0,972.13496
"586","~rain_sum_lag2 + season2 + sex","~time + sex","~gpp_avg2 + season2","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~gpp_avg2 + season2)",30,17811.0720859728,281.980413673515,0,976.34591
"772","~rain_sum2 * season2","~time","~rain_cv2 + season2","Phi(~rain_sum2 * season2)p(~time)f(~rain_cv2 + season2)",29,17812.2187285887,283.127056289326,0,979.52906
"792","~rain_sum2 * season2","~time + sex","~temp_cv2 * season2","Phi(~rain_sum2 * season2)p(~time + sex)f(~temp_cv2 * season2)",31,17812.5226722993,283.431,0,975.75892
"30","~gpp_avg2","~time + sex","~temp_cv2 + season2","Phi(~gpp_avg2)p(~time + sex)f(~temp_cv2 + season2)",28,17812.6315990353,283.539926735939,0,981.97674
"502","~rain_cv2 * season2","~time + sex","~temp_cv2 + season2","Phi(~rain_cv2 * season2)p(~time + sex)f(~temp_cv2 + season2)",30,17813.7760859729,284.684413673516,0,979.05024
"774","~rain_sum2 * season2","~time","~rain_sum_lag2 + season2","Phi(~rain_sum2 * season2)p(~time)f(~rain_sum_lag2 + season2)",29,17813.9357285887,284.844056289327,0,981.24576
"665","~rain_sum2","~time","~rain_sum2 + season2","Phi(~rain_sum2)p(~time)f(~rain_sum2 + season2)",27,17814.6036962025,285.512023903197,0,985.98338
"745","~rain_sum2 + season2 + sex","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",31,17815.7226722993,286.631000000001,0,978.95882
"415","~rain_cv_lag2 * season2 + sex","~time + sex","~rain_sum2","Phi(~rain_cv_lag2 * season2 + sex)p(~time + sex)f(~rain_sum2)",30,17816.3940859729,287.302413673515,0,981.66789
"788","~rain_sum2 * season2","~time + sex","~rain_sum_lag2 * season2","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_sum_lag2 * season2)",31,17817.1406722993,288.049000000003,0,980.37682
"303","~rain_cv_lag2","~time + sex","~oni_avg2 * season2 + sex","Phi(~rain_cv_lag2)p(~time + sex)f(~oni_avg2 * season2 + sex)",30,17817.7610859729,288.669413673517,0,983.03538
"678","~rain_sum2","~time + sex","~rain_cv2 * season2 + sex","Phi(~rain_sum2)p(~time + sex)f(~rain_cv2 * season2 + sex)",30,17818.0970859729,289.005413673516,0,983.37142
"743","~rain_sum2 + season2 + sex","~time + sex","~rain_cv2 + season2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_cv2 + season2)",30,17820.4300859729,291.338413673515,0,985.70408
"2","~gpp_avg2","~time","~gpp_avg2 * season2","Phi(~gpp_avg2)p(~time)f(~gpp_avg2 * season2)",28,17821.2685990353,292.176926735938,0,990.61375
"827","~rain_sum2 * season2 + sex","~time + sex","~oni_avg2 + season2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~oni_avg2 + season2)",31,17821.5396722993,292.448,0,984.77557
"813","~rain_sum2 * season2 + sex","~time","~oni_avg2 * season2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~oni_avg2 * season2)",31,17821.6546722993,292.563000000002,0,984.89133
"693","~rain_sum2 + season2","~time","~rain_cv2 + season2 + sex","Phi(~rain_sum2 + season2)p(~time)f(~rain_cv2 + season2 + sex)",29,17822.0987285887,293.007056289327,0,989.40887
"703","~rain_sum2 + season2","~time + sex","~rain_cv2 + season2 + sex","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_cv2 + season2 + sex)",30,17822.4380859729,293.346413673517,0,987.712
"18","~gpp_avg2","~time + sex","~oni_avg2 + season2","Phi(~gpp_avg2)p(~time + sex)f(~oni_avg2 + season2)",28,17822.5145990353,293.422926735941,0,991.86013
"854","~temp_cv2","~time","~rain_cv_lag2 + season2 + sex","Phi(~temp_cv2)p(~time)f(~rain_cv_lag2 + season2 + sex)",28,17823.6195990353,294.52792673594,0,992.96508
"733","~rain_sum2 + season2 + sex","~time","~rain_sum_lag2 * season2","Phi(~rain_sum2 + season2 + sex)p(~time)f(~rain_sum_lag2 * season2)",30,17823.7700859729,294.678413673515,0,989.04408
"13","~gpp_avg2","~time","~rain_sum2 + season2","Phi(~gpp_avg2)p(~time)f(~rain_sum2 + season2)",27,17824.9506962025,295.859023903195,0,996.33031
"870","~temp_cv2","~time + sex","~rain_cv_lag2 + season2 + sex","Phi(~temp_cv2)p(~time + sex)f(~rain_cv_lag2 + season2 + sex)",29,17825.2057285887,296.114056289327,0,992.5162
"409","~rain_cv_lag2 * season2 + sex","~time","~rain_sum2","Phi(~rain_cv_lag2 * season2 + sex)p(~time)f(~rain_sum2)",29,17826.6937285887,297.602056289328,0,994.0044
"26","~gpp_avg2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~gpp_avg2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",29,17827.2687285887,298.177056289325,0,994.57944
"12","~gpp_avg2","~time","~rain_sum_lag2 * season2","Phi(~gpp_avg2)p(~time)f(~rain_sum_lag2 * season2)",28,17827.5285990353,298.43692673594,0,996.87382
"695","~rain_sum2 + season2","~time","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2 + season2)p(~time)f(~rain_sum_lag2 * season2 + sex)",30,17827.7820859729,298.690413673517,0,993.05564
"739","~rain_sum2 + season2 + sex","~time + sex","~oni_avg2 + season2 + sex","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~oni_avg2 + season2 + sex)",31,17827.7846722993,298.693000000003,0,991.02089
"707","~rain_sum2 + season2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",30,17828.3140859729,299.222413673517,0,993.58799
"853","~temp_cv2","~time","~rain_cv_lag2 + season2","Phi(~temp_cv2)p(~time)f(~rain_cv_lag2 + season2)",27,17828.8166962025,299.725023903196,0,1000.196
"709","~rain_sum2 + season2","~time + sex","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_sum_lag2 * season2 + sex)",31,17828.9576722993,299.866000000002,0,992.19352
"549","~rain_sum_lag2 + season2","~time","~gpp_avg2 + season2","Phi(~rain_sum_lag2 + season2)p(~time)f(~gpp_avg2 + season2)",28,17829.1375990353,300.04592673594,0,998.48307
"358","~rain_cv_lag2 + season2 + sex","~time","~rain_sum2","Phi(~rain_cv_lag2 + season2 + sex)p(~time)f(~rain_sum2)",28,17829.7065990353,300.61492673594,0,999.05189
"453","~rain_cv2 + season2","~time","~rain_sum2 + season2","Phi(~rain_cv2 + season2)p(~time)f(~rain_sum2 + season2)",28,17831.2445990353,302.15292673594,0,1000.5895
"694","~rain_sum2 + season2","~time","~rain_sum_lag2 * season2","Phi(~rain_sum2 + season2)p(~time)f(~rain_sum_lag2 * season2)",29,17832.4307285887,303.339056289326,0,999.74116
"778","~rain_sum2 * season2","~time","~temp_cv2 + season2","Phi(~rain_sum2 * season2)p(~time)f(~temp_cv2 + season2)",29,17833.8247285887,304.733056289326,0,1001.1345
"706","~rain_sum2 + season2","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_sum_lag2 + season2)",29,17834.0557285887,304.964056289326,0,1001.3655
"583","~rain_sum_lag2 + season2 + sex","~time","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~rain_sum_lag2 + season2)",29,17834.3307285887,305.239056289327,0,1001.6411
"708","~rain_sum2 + season2","~time + sex","~rain_sum_lag2 * season2","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_sum_lag2 * season2)",30,17834.4390859729,305.347413673517,0,999.71278
"791","~rain_sum2 * season2","~time + sex","~temp_cv2 + season2","Phi(~rain_sum2 * season2)p(~time + sex)f(~temp_cv2 + season2)",30,17834.4410859729,305.349413673517,0,999.71512
"592","~rain_sum_lag2 + season2 + sex","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2 + season2)",30,17835.7400859729,306.648413673516,0,1001.0142
"557","~rain_sum_lag2 + season2","~time","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_sum_lag2 * season2 + sex)",30,17837.4200859729,308.328413673516,0,1002.6941
"604","~rain_sum_lag2 * season2","~time","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2 * season2)p(~time)f(~rain_sum_lag2 + season2)",29,17837.4697285887,308.378056289326,0,1004.7795
"25","~gpp_avg2","~time + sex","~rain_sum_lag2 + season2","Phi(~gpp_avg2)p(~time + sex)f(~rain_sum_lag2 + season2)",28,17837.6575990353,308.565926735941,0,1007.0028
"858","~temp_cv2","~time","~rain_cv2 * season2","Phi(~temp_cv2)p(~time)f(~rain_cv2 * season2)",28,17837.6685990353,308.576926735939,0,1007.0135
"379","~rain_cv_lag2 * season2","~time","~rain_sum2","Phi(~rain_cv_lag2 * season2)p(~time)f(~rain_sum2)",28,17837.8235990353,308.731926735938,0,1007.1686
"552","~rain_sum_lag2 + season2","~time","~rain_cv_lag2 + season2","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_cv_lag2 + season2)",28,17838.3075990353,309.215926735938,0,1007.6528
"775","~rain_sum2 * season2","~time","~rain_sum_lag2 * season2","Phi(~rain_sum2 * season2)p(~time)f(~rain_sum_lag2 * season2)",30,17839.6560859729,310.564413673517,0,1004.93
"390","~rain_cv_lag2 * season2","~time + sex","~rain_sum2","Phi(~rain_cv_lag2 * season2)p(~time + sex)f(~rain_sum2)",29,17839.6897285887,310.598056289327,0,1007.0001
"750","~rain_sum2 + season2 + sex","~time + sex","~temp_cv2 + season2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~temp_cv2 + season2)",30,17840.2850859728,311.193413673514,0,1005.5592
"609","~rain_sum_lag2 * season2","~time","~temp_cv2 * season2","Phi(~rain_sum_lag2 * season2)p(~time)f(~temp_cv2 * season2)",30,17840.7500859728,311.658413673515,0,1006.0241
"325","~rain_cv_lag2 + season2","~time","~rain_sum2","Phi(~rain_cv_lag2 + season2)p(~time)f(~rain_sum2)",27,17840.7626962025,311.671023903196,0,1012.142
"403","~rain_cv_lag2 * season2","~year2","~rain_sum2 * season2","Phi(~rain_cv_lag2 * season2)p(~year2)f(~rain_sum2 * season2)",19,17840.953502706,311.861830406615,0,1028.5597
"821","~rain_sum2 * season2 + sex","~time","~rain_sum_lag2 * season2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~rain_sum_lag2 * season2)",31,17842.7936722993,313.702000000001,0,1006.0295
"688","~rain_sum2 + season2","~time","~oni_avg2 + season2 + sex","Phi(~rain_sum2 + season2)p(~time)f(~oni_avg2 + season2 + sex)",29,17844.0757285887,314.984056289326,0,1011.3859
"746","~rain_sum2 + season2 + sex","~time + sex","~rain_sum_lag2 * season2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2 * season2)",31,17845.2906722993,316.199000000001,0,1008.5274
"81","~gpp_avg2 + season2 + sex","~year2","~rain_sum2 + season2 + sex","Phi(~gpp_avg2 + season2 + sex)p(~year2)f(~rain_sum2 + season2 + sex)",19,17845.810502706,316.718830406615,0,1033.4169
"786","~rain_sum2 * season2","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_sum_lag2 + season2)",30,17846.6140859729,317.522413673516,0,1011.8876
"622","~rain_sum_lag2 * season2","~time + sex","~temp_cv2 * season2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~temp_cv2 * season2)",31,17847.4266722993,318.335000000003,0,1010.663
"432","~rain_cv2","~time","~rain_sum2 + season2","Phi(~rain_cv2)p(~time)f(~rain_sum2 + season2)",27,17847.5896962025,318.498023903194,0,1018.969
"681","~rain_sum2","~time + sex","~rain_sum2 + season2","Phi(~rain_sum2)p(~time + sex)f(~rain_sum2 + season2)",28,17848.7495990353,319.657926735938,0,1018.0954
"555","~rain_sum_lag2 + season2","~time","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_sum_lag2 + season2)",28,17850.4025990353,321.31092673594,0,1019.748
"660","~rain_sum2","~time","~rain_cv2 + season2 + sex","Phi(~rain_sum2)p(~time)f(~rain_cv2 + season2 + sex)",28,17850.5505990353,321.458926735941,0,1019.8964
"712","~rain_sum2 + season2","~time + sex","~temp_cv2 + season2","Phi(~rain_sum2 + season2)p(~time + sex)f(~temp_cv2 + season2)",29,17851.0607285887,321.969056289327,0,1018.371
"677","~rain_sum2","~time + sex","~rain_cv2 + season2 + sex","Phi(~rain_sum2)p(~time + sex)f(~rain_cv2 + season2 + sex)",29,17851.8387285887,322.747056289325,0,1019.149
"605","~rain_sum_lag2 * season2","~time","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum_lag2 * season2)p(~time)f(~rain_sum_lag2 * season2 + sex)",31,17852.3746722993,323.283000000003,0,1015.6112
"404","~rain_cv_lag2 * season2 + sex","~time","~gpp_avg2","Phi(~rain_cv_lag2 * season2 + sex)p(~time)f(~gpp_avg2)",29,17854.0507285887,324.959056289328,0,1021.3608
"274","~oni_avg2 * season2 + sex","~time + sex","~oni_avg2 * season2 + sex","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~oni_avg2 * season2 + sex)",33,17855.8385362319,326.746863932549,0,1014.9957
"676","~rain_sum2","~time + sex","~rain_cv2 + season2","Phi(~rain_sum2)p(~time + sex)f(~rain_cv2 + season2)",28,17857.3815990353,328.289926735939,0,1026.7272
"653","~rain_sum2","~time","~gpp_avg2 + season2","Phi(~rain_sum2)p(~time)f(~gpp_avg2 + season2)",27,17857.5326962025,328.441023903197,0,1028.9123
"874","~temp_cv2","~time + sex","~rain_cv2 * season2","Phi(~temp_cv2)p(~time + sex)f(~rain_cv2 * season2)",29,17858.2467285887,329.155056289328,0,1025.5565
"411","~rain_cv_lag2 * season2 + sex","~time + sex","~gpp_avg2","Phi(~rain_cv_lag2 * season2 + sex)p(~time + sex)f(~gpp_avg2)",30,17858.6020859729,329.510413673517,0,1023.8762
"670","~rain_sum2","~time + sex","~gpp_avg2 + season2","Phi(~rain_sum2)p(~time + sex)f(~gpp_avg2 + season2)",28,17858.7155990353,329.623926735938,0,1028.0605
"828","~rain_sum2 * season2 + sex","~time + sex","~oni_avg2 * season2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~oni_avg2 * season2)",32,17860.242488681,331.150816381618,0,1021.4396
"659","~rain_sum2","~time","~rain_cv2 + season2","Phi(~rain_sum2)p(~time)f(~rain_cv2 + season2)",27,17860.6106962025,331.519023903194,0,1031.9896
"565","~rain_sum_lag2 + season2","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~rain_sum_lag2 + season2)",29,17862.4147285887,333.323056289326,0,1029.7252
"540","~rain_sum_lag2","~time + sex","~rain_cv_lag2 * season2 + sex","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_cv_lag2 * season2 + sex)",30,17863.9150859729,334.823413673515,0,1029.1886
"360","~rain_cv_lag2 + season2 + sex","~time + sex","~gpp_avg2","Phi(~rain_cv_lag2 + season2 + sex)p(~time + sex)f(~gpp_avg2)",29,17865.5677285887,336.476056289328,0,1032.8783
"372","~rain_cv_lag2 * season2","~time","~gpp_avg2","Phi(~rain_cv_lag2 * season2)p(~time)f(~gpp_avg2)",28,17868.0285990353,338.93692673594,0,1037.3735
"424","~rain_cv2","~time","~gpp_avg2 * season2","Phi(~rain_cv2)p(~time)f(~gpp_avg2 * season2)",28,17869.3615990353,340.269926735938,0,1038.7071
"382","~rain_cv_lag2 * season2","~time + sex","~gpp_avg2","Phi(~rain_cv_lag2 * season2)p(~time + sex)f(~gpp_avg2)",29,17869.9967285887,340.905056289328,0,1037.3072
"617","~rain_sum_lag2 * season2","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~rain_sum_lag2 + season2)",30,17870.2510859728,341.159413673515,0,1035.5248
"160","~gpp_avg2 * season2 + sex","~time + sex","~rain_sum2","Phi(~gpp_avg2 * season2 + sex)p(~time + sex)f(~rain_sum2)",30,17871.3810859729,342.289413673516,0,1036.6551
"236","~oni_avg2 * season2","~time","~oni_avg2 * season2 + sex","Phi(~oni_avg2 * season2)p(~time)f(~oni_avg2 * season2 + sex)",31,17872.9116722993,343.82,0,1036.1484
"436","~rain_cv2","~time + sex","~gpp_avg2 * season2","Phi(~rain_cv2)p(~time + sex)f(~gpp_avg2 * season2)",29,17873.6427285887,344.551056289325,0,1040.9533
"314","~rain_cv_lag2 + season2","~time","~gpp_avg2","Phi(~rain_cv_lag2 + season2)p(~time)f(~gpp_avg2)",27,17875.2406962025,346.149023903195,0,1046.6202
"333","~rain_cv_lag2 + season2","~time + sex","~rain_cv2","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~rain_cv2)",28,17875.6035990353,346.511926735941,0,1044.9489
"529","~rain_sum_lag2","~time","~rain_cv_lag2 + season2","Phi(~rain_sum_lag2)p(~time)f(~rain_cv_lag2 + season2)",27,17876.3906962025,347.299023903197,0,1047.7701
"850","~temp_cv2","~time","~gpp_avg2 * season2","Phi(~temp_cv2)p(~time)f(~gpp_avg2 * season2)",28,17877.1045990353,348.012926735941,0,1046.4502
"426","~rain_cv2","~time","~rain_cv_lag2 + season2","Phi(~rain_cv2)p(~time)f(~rain_cv_lag2 + season2)",27,17878.2306962025,349.139023903197,0,1049.6102
"663","~rain_sum2","~time","~rain_sum_lag2 * season2 + sex","Phi(~rain_sum2)p(~time)f(~rain_sum_lag2 * season2 + sex)",29,17878.4707285887,349.379056289326,0,1045.7806
"867","~temp_cv2","~time + sex","~gpp_avg2 * season2","Phi(~temp_cv2)p(~time + sex)f(~gpp_avg2 * season2)",29,17879.1387285887,350.047056289328,0,1046.4492
"328","~rain_cv_lag2 + season2","~time + sex","~gpp_avg2","Phi(~rain_cv_lag2 + season2)p(~time + sex)f(~gpp_avg2)",28,17880.2065990353,351.11492673594,0,1049.5519
"492","~rain_cv2 * season2","~time","~rain_sum2","Phi(~rain_cv2 * season2)p(~time)f(~rain_sum2)",28,17880.8625990353,351.770926735939,0,1050.2077
"91","~gpp_avg2 * season2","~time","~rain_sum2","Phi(~gpp_avg2 * season2)p(~time)f(~rain_sum2)",28,17881.4055990353,352.31392673594,0,1050.7509
"662","~rain_sum2","~time","~rain_sum_lag2 * season2","Phi(~rain_sum2)p(~time)f(~rain_sum_lag2 * season2)",28,17883.1145990353,354.022926735939,0,1052.4603
"235","~oni_avg2 * season2","~time","~oni_avg2 + season2 + sex","Phi(~oni_avg2 * season2)p(~time)f(~oni_avg2 + season2 + sex)",30,17884.1330859729,355.041413673516,0,1049.4065
"430","~rain_cv2","~time","~rain_sum_lag2 + season2 + sex","Phi(~rain_cv2)p(~time)f(~rain_sum_lag2 + season2 + sex)",28,17884.5115990353,355.41992673594,0,1053.8565
"679","~rain_sum2","~time + sex","~rain_sum_lag2 * season2","Phi(~rain_sum2)p(~time + sex)f(~rain_sum_lag2 * season2)",29,17885.1267285887,356.035056289325,0,1052.4366
"177","~oni_avg2","~time","~rain_sum2 + season2","Phi(~oni_avg2)p(~time)f(~rain_sum2 + season2)",27,17885.1506962025,356.059023903195,0,1056.5296
"246","~oni_avg2 * season2","~time + sex","~oni_avg2 + season2 + sex","Phi(~oni_avg2 * season2)p(~time + sex)f(~oni_avg2 + season2 + sex)",31,17885.1936722993,356.102000000003,0,1048.4298
"428","~rain_cv2","~time","~rain_cv2 * season2","Phi(~rain_cv2)p(~time)f(~rain_cv2 * season2)",28,17885.5835990353,356.49192673594,0,1054.929
"445","~rain_cv2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~rain_cv2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",29,17886.5427285887,357.451056289327,0,1053.853
"671","~rain_sum2","~time + sex","~oni_avg2 * season2 + sex","Phi(~rain_sum2)p(~time + sex)f(~oni_avg2 * season2 + sex)",30,17886.6120859729,357.520413673516,0,1051.8856
"532","~rain_sum_lag2","~time","~rain_cv2 * season2","Phi(~rain_sum_lag2)p(~time)f(~rain_cv2 * season2)",28,17886.7015990353,357.609926735939,0,1056.0469
"621","~rain_sum_lag2 * season2","~time + sex","~temp_cv2 + season2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~temp_cv2 + season2)",30,17887.2510859728,358.159413673515,0,1052.5249
"861","~temp_cv2","~time","~rain_sum_lag2 + season2 + sex","Phi(~temp_cv2)p(~time)f(~rain_sum_lag2 + season2 + sex)",28,17890.3635990353,361.271926735939,0,1059.7094
"668","~rain_sum2","~time","~temp_cv2 + season2","Phi(~rain_sum2)p(~time)f(~temp_cv2 + season2)",27,17890.6656962025,361.574023903195,0,1062.0447
"444","~rain_cv2","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_cv2)p(~time + sex)f(~rain_sum_lag2 + season2)",28,17890.9875990353,361.895926735939,0,1060.3325
"187","~oni_avg2","~time + sex","~rain_sum2 + season2","Phi(~oni_avg2)p(~time + sex)f(~rain_sum2 + season2)",28,17891.3415990353,362.249926735938,0,1060.6866
"683","~rain_sum2","~time + sex","~temp_cv2 + season2","Phi(~rain_sum2)p(~time + sex)f(~temp_cv2 + season2)",28,17892.3815990353,363.289926735939,0,1061.7265
"879","~temp_cv2","~time + sex","~temp_cv2 + season2","Phi(~temp_cv2)p(~time + sex)f(~temp_cv2 + season2)",28,17895.0625990353,365.970926735939,0,1064.4079
"860","~temp_cv2","~time","~rain_sum_lag2 + season2","Phi(~temp_cv2)p(~time)f(~rain_sum_lag2 + season2)",27,17895.0746962025,365.983023903194,0,1066.4538
"452","~rain_cv2 + season2","~time","~rain_sum2","Phi(~rain_cv2 + season2)p(~time)f(~rain_sum2)",27,17896.3136962025,367.222023903196,0,1067.6931
"876","~temp_cv2","~time + sex","~rain_sum_lag2 + season2","Phi(~temp_cv2)p(~time + sex)f(~rain_sum_lag2 + season2)",28,17896.3185990353,367.226926735941,0,1065.664
"862","~temp_cv2","~time","~rain_sum_lag2 * season2","Phi(~temp_cv2)p(~time)f(~rain_sum_lag2 * season2)",28,17896.3465990353,367.254926735939,0,1065.6918
"464","~rain_cv2 + season2","~time + sex","~rain_sum2","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_sum2)",28,17897.7805990353,368.68892673594,0,1067.1256
"568","~rain_sum_lag2 + season2","~time + sex","~temp_cv2 + season2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~temp_cv2 + season2)",29,17898.0487285887,368.957056289328,0,1065.3585
"877","~temp_cv2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~temp_cv2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",29,17899.6217285887,370.530056289328,0,1066.9324
"439","~rain_cv2","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_cv2)p(~time + sex)f(~rain_cv_lag2 + season2)",28,17902.5705990353,373.478926735937,0,1071.9164
"429","~rain_cv2","~time","~rain_sum_lag2 + season2","Phi(~rain_cv2)p(~time)f(~rain_sum_lag2 + season2)",27,17905.1636962025,376.072023903194,0,1076.5434
"539","~rain_sum_lag2","~time + sex","~rain_cv_lag2 + season2","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_cv_lag2 + season2)",28,17907.0495990353,377.95792673594,0,1076.3948
"536","~rain_sum_lag2","~time","~rain_sum2 + season2","Phi(~rain_sum_lag2)p(~time)f(~rain_sum2 + season2)",27,17907.8496962025,378.758023903196,0,1079.2285
"108","~gpp_avg2 * season2","~time + sex","~rain_sum2","Phi(~gpp_avg2 * season2)p(~time + sex)f(~rain_sum2)",29,17911.5437285887,382.452056289327,0,1078.8535
"128","~gpp_avg2 * season2 + sex","~time","~gpp_avg2","Phi(~gpp_avg2 * season2 + sex)p(~time)f(~gpp_avg2)",29,17913.1877285887,384.096056289327,0,1080.4978
"145","~gpp_avg2 * season2 + sex","~time + sex","~gpp_avg2","Phi(~gpp_avg2 * season2 + sex)p(~time + sex)f(~gpp_avg2)",30,17913.4570859729,384.365413673517,0,1078.7305
"156","~gpp_avg2 * season2 + sex","~time + sex","~rain_sum_lag2","Phi(~gpp_avg2 * season2 + sex)p(~time + sex)f(~rain_sum_lag2)",30,17913.5150859729,384.423413673518,0,1078.7889
"545","~rain_sum_lag2","~time + sex","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_sum_lag2 + season2)",28,17917.4755990353,388.38392673594,0,1086.8211
"978","~temp_cv2 * season2 + sex","~time + sex","~rain_sum2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~rain_sum2)",30,17921.9250859729,392.833413673517,0,1087.1985
"150","~gpp_avg2 * season2 + sex","~time + sex","~rain_cv_lag2","Phi(~gpp_avg2 * season2 + sex)p(~time + sex)f(~rain_cv_lag2)",30,17922.4670859729,393.375413673515,0,1087.7406
"4","~gpp_avg2","~time","~oni_avg2 + season2","Phi(~gpp_avg2)p(~time)f(~oni_avg2 + season2)",27,17923.0336962025,393.942023903197,0,1094.4131
"176","~oni_avg2","~time","~rain_sum_lag2 + season2","Phi(~oni_avg2)p(~time)f(~rain_sum_lag2 + season2)",27,17924.6316962025,395.540023903195,0,1096.011
"97","~gpp_avg2 * season2","~time + sex","~gpp_avg2","Phi(~gpp_avg2 * season2)p(~time + sex)f(~gpp_avg2)",29,17925.0167285887,395.925056289325,0,1092.3274
"546","~rain_sum_lag2","~time + sex","~rain_sum_lag2 + season2 + sex","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_sum_lag2 + season2 + sex)",29,17925.2797285887,396.188056289328,0,1092.5895
"434","~rain_cv2","~time","~temp_cv2 * season2","Phi(~rain_cv2)p(~time)f(~temp_cv2 * season2)",28,17925.3125990353,396.220926735939,0,1094.6578
"447","~rain_cv2","~time + sex","~temp_cv2 * season2","Phi(~rain_cv2)p(~time + sex)f(~temp_cv2 * season2)",29,17927.2617285887,398.170056289327,0,1094.5718
"66","~gpp_avg2 + season2 + sex","~time","~rain_cv_lag2","Phi(~gpp_avg2 + season2 + sex)p(~time)f(~rain_cv_lag2)",28,17929.0705990353,399.978926735937,0,1098.4164
"534","~rain_sum_lag2","~time","~rain_sum_lag2 + season2","Phi(~rain_sum_lag2)p(~time)f(~rain_sum_lag2 + season2)",27,17930.1226962025,401.031023903197,0,1101.5021
"133","~gpp_avg2 * season2 + sex","~time","~rain_cv_lag2","Phi(~gpp_avg2 * season2 + sex)p(~time)f(~rain_cv_lag2)",29,17931.3877285887,402.296056289328,0,1098.6977
"84","~gpp_avg2 * season2","~time","~rain_cv_lag2","Phi(~gpp_avg2 * season2)p(~time)f(~rain_cv_lag2)",28,17932.4815990353,403.389926735937,0,1101.8268
"950","~temp_cv2 * season2","~time + sex","~rain_sum2","Phi(~temp_cv2 * season2)p(~time + sex)f(~rain_sum2)",29,17933.2877285887,404.196056289325,0,1100.5977
