"","orderkey","seasonkey","seasonid","season","window","year","date","julian_date","trap_type","ear_tag_id","sex","radio_collar","weight","w_collar","status","age","vulva","breeding_status","date_death","notes"
"8875",8875,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3009","M",NA,106,NA,NA,NA,NA,NA,NA,NA
"8876",8876,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1959","M",NA,119.7,NA,NA,NA,NA,NA,NA,NA
"8877",8877,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3076","F",NA,104,NA,NA,NA,NA,NA,NA,NA
"8878",8878,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1893","M",NA,198.7,NA,NA,NA,NA,NA,NA,NA
"8879",8879,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3054","M",NA,81,NA,NA,NA,NA,NA,NA,NA
"8880",8880,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1561","F",NA,222.8,NA,NA,NA,2,4,NA,NA
"8881",8881,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1733","M",NA,190.1,NA,NA,NA,NA,NA,NA,NA
"8882",8882,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1997","M",NA,108.4,NA,NA,NA,NA,NA,NA,NA
"8883",8883,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1953","M",NA,104.6,NA,NA,NA,NA,NA,NA,NA
"8884",8884,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1818","F",NA,252,NA,NA,NA,1,4,NA,NA
"8885",8885,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1922","F",NA,167.9,NA,NA,NA,2,2,NA,NA
"8886",8886,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3002","F",NA,101.7,NA,NA,NA,NA,NA,NA,NA
"8887",8887,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1936","F",NA,242.6,NA,NA,NA,0,4,"2014-09-30",NA
"8888",8888,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1925","F",NA,232,NA,NA,NA,0,2,NA,NA
"8889",8889,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"oSh","1717","F",NA,228.9,NA,NA,NA,2,2,NA,NA
"8890",8890,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","5545","M",NA,197.6,NA,NA,NA,NA,NA,NA,NA
"8891",8891,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1948","F",NA,83.7,NA,NA,NA,NA,NA,NA,NA
"8892",8892,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1838","F",NA,256.7,NA,NA,NA,0,4,NA,NA
"8893",8893,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1933","M",NA,117.8,NA,NA,NA,NA,NA,NA,NA
"8894",8894,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1779","F",NA,274.4,NA,NA,NA,0,4,NA,NA
"8895",8895,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1859","F",NA,278.8,NA,NA,NA,2,4,NA,"C3"
"8896",8896,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1813","F",NA,263.2,NA,NA,NA,2,4,NA,"C3"
"8897",8897,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1907","M",NA,217.7,NA,NA,NA,NA,NA,NA,"C3, En3"
"8898",8898,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1742","F",NA,233.9,NA,NA,NA,2,2,NA,"C1, En1, Ec, SL"
"8899",8899,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1892","M",NA,199.3,NA,NA,NA,NA,NA,NA,"C1, En1, Ec, SL"
"8900",8900,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3083","M",NA,75.8,NA,"new",NA,NA,NA,NA,"pup"
"8901",8901,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3070","F",NA,50.7,NA,NA,NA,NA,NA,NA,NA
"8902",8902,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3084","M",NA,49.4,NA,"new",NA,NA,NA,NA,"pup"
"8903",8903,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3085","F",NA,40.1,NA,"new",NA,NA,NA,NA,"pup"
"8904",8904,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3086","M",NA,64.4,NA,"new",NA,NA,NA,NA,"pup"
"8905",8905,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1921","F",NA,175.6,NA,NA,NA,0,4,NA,NA
"8906",8906,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3087","F",NA,49,NA,"new",NA,NA,NA,NA,"pup"
"8907",8907,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","1935","F",NA,121.6,NA,NA,NA,NA,NA,NA,NA
"8908",8908,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3088","M",NA,122.4,NA,"new",NA,NA,NA,NA,"pup"
"8909",8909,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3017","M",NA,41.5,NA,NA,NA,NA,NA,NA,NA
"8910",8910,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3089","M",NA,33.1,NA,"new",NA,NA,NA,NA,"pup"
"8911",8911,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3031","M",NA,69.6,NA,NA,NA,NA,NA,NA,NA
"8912",8912,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3090","M",NA,71.4,NA,"new",NA,NA,NA,NA,"pup"
"8913",8913,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3091","F",NA,65.5,NA,"new",NA,NA,NA,NA,"pup"
"8914",8914,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3092","M",NA,110,NA,"new",NA,NA,NA,NA,"pup"
"8915",8915,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3093","M",NA,99.1,NA,"new",NA,NA,NA,NA,"pup"
"8916",8916,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3094","M",NA,45.4,NA,"new",NA,NA,NA,NA,"pup"
"8917",8917,10,"spring_oct_2013","spring","oct",2013,"2013-10-08",282,"T","3095","M",NA,46.1,NA,"new",NA,NA,NA,NA,"pup"
"8918",8918,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","1876","M",NA,225.9,NA,NA,NA,NA,NA,NA,NA
"8919",8919,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","3075","F",NA,91,NA,NA,NA,NA,NA,NA,NA
"8920",8920,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","1945","F",NA,118.9,NA,NA,NA,NA,NA,NA,NA
"8921",8921,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","1951","M",NA,123.6,NA,NA,NA,NA,NA,NA,NA
"8922",8922,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","3076","F",NA,106,NA,NA,NA,NA,NA,NA,NA
"8923",8923,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","3044","F",NA,43.6,NA,NA,NA,NA,NA,NA,NA
"8924",8924,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1927","F",NA,112.1,NA,NA,NA,NA,NA,NA,NA
"8925",8925,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1921","F",NA,173.8,NA,NA,NA,0,4,NA,NA
"8926",8926,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1922","F",NA,175.2,NA,NA,NA,0,2,NA,NA
"8927",8927,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1964","M",NA,96.5,NA,NA,NA,NA,NA,"2013-10-11",NA
"8928",8928,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1939","F",NA,99.9,NA,NA,NA,NA,NA,NA,NA
"8929",8929,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1987","F",NA,85.4,NA,NA,NA,NA,NA,NA,NA
"8930",8930,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1893","M",NA,199,NA,NA,NA,NA,NA,NA,NA
"8931",8931,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1779","F",NA,278.8,NA,NA,NA,0,4,NA,NA
"8932",8932,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1940","M",NA,124.2,NA,NA,NA,NA,NA,NA,NA
"8933",8933,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1931","M",NA,119.5,NA,NA,NA,NA,NA,NA,NA
"8934",8934,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1743","M",NA,221.9,NA,NA,NA,NA,NA,NA,NA
"8935",8935,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","5231","F",NA,230.9,NA,NA,NA,1,4,NA,NA
"8936",8936,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1784","F",NA,196,NA,NA,NA,0,4,NA,NA
"8937",8937,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","3047","M",NA,83.8,NA,NA,NA,NA,NA,NA,NA
"8938",8938,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3087","F",NA,43.8,NA,NA,NA,NA,NA,NA,NA
"8939",8939,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1917","F",NA,181.9,NA,NA,NA,0,2,NA,NA
"8940",8940,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1872","F",NA,238,NA,NA,NA,0,4,NA,NA
"8941",8941,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1924","M",NA,214.4,NA,NA,NA,NA,NA,NA,NA
"8942",8942,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1935","F",NA,122.1,NA,NA,NA,NA,NA,NA,NA
"8943",8943,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1952","F",NA,114.5,NA,NA,NA,NA,NA,NA,NA
"8944",8944,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1938","F",NA,121.1,NA,NA,NA,NA,NA,NA,NA
"8945",8945,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1905","M",NA,212.1,NA,NA,NA,NA,NA,NA,"C3; 03/10/2013: cae por primera vez pero no da fecas en densidad"
"8946",8946,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1573","F",NA,280.4,NA,NA,NA,2,4,NA,NA
"8947",8947,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3009","M",NA,108.2,NA,NA,NA,NA,NA,NA,NA
"8948",8948,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3002","F",NA,102.9,NA,NA,NA,NA,NA,NA,NA
"8949",8949,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1901","F","151.759",NA,229.7,NA,NA,2,2,NA,"C3, se retira collar"
"8950",8950,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3029","M",NA,67,NA,NA,NA,NA,NA,NA,NA
"8951",8951,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1909","M",NA,219,NA,NA,NA,NA,NA,NA,NA
"8952",8952,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3026","F",NA,99.8,NA,NA,NA,NA,NA,NA,NA
"8953",8953,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3000","F",NA,90.4,NA,NA,NA,NA,NA,NA,NA
"8954",8954,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1812","F",NA,290.8,NA,NA,NA,2,4,NA,"02/10/2013: se retira collar en densidad"
"8955",8955,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3011","F",NA,119.6,NA,NA,NA,NA,NA,NA,NA
"8956",8956,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1944","F",NA,102.9,NA,NA,NA,NA,NA,NA,NA
"8957",8957,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1972","F",NA,94.1,NA,NA,NA,NA,NA,NA,NA
"8958",8958,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3080","M",NA,103.7,NA,NA,NA,NA,NA,NA,NA
"8959",8959,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3063","M",NA,115.1,NA,NA,NA,NA,NA,NA,NA
"8960",8960,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3049","M",NA,106.2,NA,NA,NA,NA,NA,NA,NA
"8961",8961,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1847","F",NA,269.6,NA,NA,NA,2,4,NA,NA
"8962",8962,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1961","F",NA,98.3,NA,NA,NA,NA,NA,NA,NA
"8963",8963,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1946","M",NA,113.6,NA,NA,NA,NA,NA,NA,NA
"8964",8964,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1953","M",NA,104.8,NA,NA,NA,NA,NA,NA,NA
"8965",8965,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1925","F",NA,231.8,NA,NA,NA,0,2,NA,NA
"8966",8966,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3092","M",NA,107.1,NA,NA,NA,NA,NA,NA,NA
"8967",8967,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1963","M",NA,109.8,NA,NA,NA,NA,NA,NA,NA
"8968",8968,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3007","F",NA,93.3,NA,NA,NA,NA,NA,NA,NA
"8969",8969,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","5241","M",NA,236.9,NA,NA,NA,NA,NA,NA,NA
"8970",8970,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3089","M",NA,33.4,NA,NA,NA,NA,NA,NA,NA
"8971",8971,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3057","F",NA,57.7,NA,NA,NA,NA,NA,NA,NA
"8972",8972,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3074","M",NA,55.9,NA,NA,NA,NA,NA,NA,NA
"8973",8973,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1742","F",NA,231.7,NA,NA,NA,2,3,NA,NA
"8974",8974,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1923","F","150.215",NA,307.3,NA,NA,1,4,NA,"C3, se retira collar"
"8975",8975,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1772","M",NA,209.9,NA,NA,NA,NA,NA,NA,"C3"
"8976",8976,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1819","F","150.195",NA,292.7,NA,NA,1,4,NA,"C3, En3, se retira collar"
"8977",8977,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1796","M",NA,257.1,NA,NA,NA,NA,NA,NA,"C3"
"8978",8978,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3023","M",NA,108.1,NA,NA,NA,NA,NA,NA,NA
"8979",8979,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1733","M",NA,190.4,NA,NA,NA,NA,NA,NA,NA
"8980",8980,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3082","F",NA,71.3,NA,NA,NA,NA,NA,NA,NA
"8981",8981,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3096","M",NA,70.2,NA,"new",NA,NA,NA,NA,"pup"
"8982",8982,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3090","M",NA,71.3,NA,NA,NA,NA,NA,NA,NA
"8983",8983,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3097","M",NA,83.3,NA,"new",NA,NA,NA,NA,"pup"
"8984",8984,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3086","M",NA,65.5,NA,NA,NA,NA,NA,NA,NA
"8985",8985,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3098","F",NA,57.9,NA,"new",NA,NA,NA,NA,"pup"
"8986",8986,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","3099","M",NA,122.2,NA,"new",NA,NA,NA,NA,"pup"
"8987",8987,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","1662","F",NA,91.6,NA,"new",NA,NA,NA,NA,"pup"
"8988",8988,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"oSh","1663","M",NA,37.8,NA,"new",NA,NA,NA,NA,"pup"
"8989",8989,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1664","F",NA,118.9,NA,"new",NA,NA,NA,NA,"pup"
"8990",8990,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1670","F",NA,92.1,NA,"new",NA,NA,NA,NA,"pup"
"8991",8991,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1671","F",NA,88,NA,"new",NA,NA,NA,NA,"pup"
"8992",8992,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1672","F",NA,76.4,NA,"new",NA,NA,NA,NA,"pup"
"8993",8993,10,"spring_oct_2013","spring","oct",2013,"2013-10-09",283,"T","1674","F",NA,64.7,NA,"new",NA,NA,NA,NA,"pup"
"8994",8994,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1751","F",NA,267.8,NA,NA,NA,0,4,NA,NA
"8995",8995,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","1985","M",NA,114.7,NA,NA,NA,NA,NA,NA,NA
"8996",8996,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","3049","M",NA,109.5,NA,NA,NA,NA,NA,NA,NA
"8997",8997,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1904","F",NA,255.8,NA,NA,NA,0,4,NA,NA
"8998",8998,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3039","M",NA,91.1,NA,NA,NA,NA,NA,NA,NA
"8999",8999,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","1978","F",NA,115.9,NA,NA,NA,NA,NA,NA,NA
"9000",9000,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3032","M",NA,103.6,NA,NA,NA,NA,NA,NA,NA
"9001",9001,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","1995","F",NA,93.7,NA,NA,NA,NA,NA,NA,NA
"9002",9002,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","1662","F",NA,92.1,NA,NA,NA,NA,NA,NA,NA
"9003",9003,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","3009","M",NA,111.4,NA,NA,NA,NA,NA,NA,NA
"9004",9004,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","1934","M",NA,128.3,NA,NA,NA,NA,NA,NA,NA
"9005",9005,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3088","M",NA,127.5,NA,NA,NA,NA,NA,NA,NA
"9006",9006,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1930","F",NA,122.1,NA,NA,NA,NA,NA,NA,NA
"9007",9007,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1929","F",NA,117.2,NA,NA,NA,NA,NA,NA,NA
"9008",9008,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1893","M",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9009",9009,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1984","F",NA,127,NA,NA,NA,NA,NA,NA,NA
"9010",9010,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1927","F",NA,113.6,NA,NA,NA,NA,NA,NA,NA
"9011",9011,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1989","M",NA,106.4,NA,NA,NA,NA,NA,NA,NA
"9012",9012,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1939","F",NA,102.6,NA,NA,NA,NA,NA,NA,NA
"9013",9013,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1945","F",NA,120.6,NA,NA,NA,NA,NA,NA,NA
"9014",9014,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1975","F",NA,76.7,NA,NA,NA,NA,NA,NA,NA
"9015",9015,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","3081","F",NA,49.6,NA,NA,NA,NA,NA,NA,NA
"9016",9016,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3044","F",NA,45.7,NA,NA,NA,NA,NA,NA,NA
"9017",9017,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1917","F",NA,172.2,NA,NA,NA,0,2,NA,NA
"9018",9018,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1922","F",NA,175.1,NA,NA,NA,1,2,NA,NA
"9019",9019,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3001","F",NA,102.7,NA,NA,NA,NA,NA,NA,NA
"9020",9020,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1968","F",NA,105.7,NA,NA,NA,NA,NA,NA,NA
"9021",9021,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1959","M",NA,124.1,NA,NA,NA,NA,NA,NA,NA
"9022",9022,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1561","F",NA,231.4,NA,NA,NA,0,4,NA,NA
"9023",9023,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","5231","F",NA,238.8,NA,NA,NA,1,4,NA,NA
"9024",9024,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3019","M",NA,66.5,NA,NA,NA,NA,NA,NA,NA
"9025",9025,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3046","F",NA,73.7,NA,NA,NA,NA,NA,NA,NA
"9026",9026,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3052","F",NA,71,NA,NA,NA,NA,NA,"2015-10-27",NA
"9027",9027,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3013","M",NA,96.5,NA,NA,NA,NA,NA,NA,NA
"9028",9028,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1990","M",NA,124.9,NA,NA,NA,NA,NA,NA,NA
"9029",9029,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1992","M",NA,102.3,NA,NA,NA,NA,NA,NA,NA
"9030",9030,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3004","M",NA,83.7,NA,NA,NA,NA,NA,NA,NA
"9031",9031,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3007","F",NA,93.1,NA,NA,NA,NA,NA,NA,NA
"9032",9032,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3064","M",NA,104.5,NA,NA,NA,NA,NA,NA,NA
"9033",9033,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1936","F",NA,250,NA,NA,NA,0,4,"2014-09-30",NA
"9034",9034,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1997","M",NA,114.9,NA,NA,NA,NA,NA,NA,NA
"9035",9035,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3043","F",NA,108.2,NA,NA,NA,NA,NA,NA,NA
"9036",9036,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1670","F",NA,94.5,NA,NA,NA,NA,NA,NA,NA
"9037",9037,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1735","M",NA,219.7,NA,NA,NA,NA,NA,NA,"C1, En1, Ec, SL"
"9038",9038,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3262","F","150.926",NA,316.7,NA,NA,0,4,NA,"C3, se retira collar"
"9039",9039,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1937","M",NA,124.5,NA,NA,NA,NA,NA,NA,NA
"9040",9040,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1941","F",NA,117.7,NA,NA,NA,NA,NA,NA,NA
"9041",9041,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1867","F",NA,207.2,NA,NA,NA,0,0,"2014-10-01","C2, En3"
"9042",9042,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3100","M",NA,192.8,NA,"new",NA,NA,NA,NA,"C1, En1, Ec, SL"
"9043",9043,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1672","F",NA,76.1,NA,NA,NA,NA,NA,NA,NA
"9044",9044,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3101","M",NA,75.5,NA,"new",NA,NA,NA,NA,"pup"
"9045",9045,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3102","M",NA,69.3,NA,"new",NA,NA,NA,NA,"pup"
"9046",9046,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3103","F",NA,56.7,NA,"new",NA,NA,NA,NA,"pup"
"9047",9047,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"oSh","3104","F",NA,105.4,NA,"new",NA,NA,NA,NA,"pup"
"9048",9048,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3105","F",NA,39.3,NA,"new",NA,NA,NA,NA,"pup"
"9049",9049,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3106","M",NA,97,NA,"new",NA,NA,NA,NA,"pup"
"9050",9050,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3107","F",NA,109.8,NA,"new",NA,NA,NA,NA,"pup"
"9051",9051,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3108","M",NA,92.2,NA,"new",NA,NA,NA,NA,"pup"
"9052",9052,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1961","F",NA,99.6,NA,NA,NA,NA,NA,NA,NA
"9053",9053,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3109","F",NA,75.4,NA,"new",NA,NA,NA,NA,"pup"
"9054",9054,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1944","F",NA,100.9,NA,NA,NA,NA,NA,NA,NA
"9055",9055,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3079","M",NA,86.7,NA,NA,NA,NA,NA,NA,NA
"9056",9056,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3033","M",NA,91.6,NA,NA,NA,NA,NA,NA,NA
"9057",9057,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3110","F",NA,70,NA,"new",NA,NA,NA,"2014-09-11","pup"
"9058",9058,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","1954","M",NA,111.4,NA,NA,NA,NA,NA,NA,NA
"9059",9059,10,"spring_oct_2013","spring","oct",2013,"2013-10-10",284,"T","3034","F",NA,82.8,NA,NA,NA,NA,NA,NA,NA
