"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"528","~year2","~year2 * season2","~year2","Phi(~year2)p(~year2 * season2)f(~year2)",44,17856.5466364738,416.843897816812,0,993.18186
"508","~year2","~time","~year2 * sex","Phi(~year2)p(~time)f(~year2 * sex)",55,17857.2753404255,417.572601768545,0,971.23835
"533","~year2","~year2 * season2","~year2 * sex","Phi(~year2)p(~year2 * season2)f(~year2 * sex)",55,17857.2753404255,417.572601768545,0,971.23838
"647","~year2 + season2","~year2 * season2 + sex","~sex","Phi(~year2 + season2)p(~year2 * season2 + sex)f(~sex)",37,17857.5360604595,417.833321802507,0,1008.5209
"518","~year2","~time + sex","~year2 * sex","Phi(~year2)p(~time + sex)f(~year2 * sex)",56,17858.4540155062,418.751276849245,0,970.34745
"544","~year2","~year2 * season2 + sex","~year2 * sex","Phi(~year2)p(~year2 * season2 + sex)f(~year2 * sex)",56,17858.4540155062,418.751276849245,0,970.34749
"807","~year2 + season2 * sex","~season2 + sex","~year2 + sex","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~year2 + sex)",29,17858.8507285887,419.147989931676,0,1026.1605
"331","~season2 * sex","~time","~season2 * sex","Phi(~season2 * sex)p(~time)f(~season2 * sex)",30,17859.0210859729,419.318347315864,0,1024.295
"354","~season2 * sex","~year2 * season2","~season2 * sex","Phi(~season2 * sex)p(~year2 * season2)f(~season2 * sex)",30,17859.0210859729,419.318347315864,0,1024.295
"644","~year2 + season2","~year2 * season2 + sex","~1","Phi(~year2 + season2)p(~year2 * season2 + sex)f(~1)",36,17860.6280770626,420.92533840557,0,1013.6584
"336","~season2 * sex","~time + sex","~season2 * sex","Phi(~season2 * sex)p(~time + sex)f(~season2 * sex)",31,17860.8946722993,421.191933642349,0,1024.1305
"361","~season2 * sex","~year2 * season2 + sex","~season2 * sex","Phi(~season2 * sex)p(~year2 * season2 + sex)f(~season2 * sex)",31,17860.8946722993,421.191933642349,0,1024.1305
"1046","~year2 * sex","~time","~year2","Phi(~year2 * sex)p(~time)f(~year2)",55,17860.9153404255,421.212601768548,0,974.87803
"1057","~year2 * sex","~time + sex","~year2","Phi(~year2 * sex)p(~time + sex)f(~year2)",56,17860.9270155062,421.224276849247,0,972.82117
"678","~year2 + season2 + sex","~season2","~year2 + sex","Phi(~year2 + season2 + sex)p(~season2)f(~year2 + sex)",27,17861.0526962025,421.349957545546,0,1032.4315
"797","~year2 + season2 * sex","~season2","~year2 * sex","Phi(~year2 + season2 * sex)p(~season2)f(~year2 * sex)",38,17861.1162806169,421.41354195989,0,1010.0548
"9","~1","~1","~year2 + season2 * sex","Phi(~1)p(~1)f(~year2 + season2 * sex)",16,17861.8964124362,422.19367377918,0,1055.5678
"691","~year2 + season2 + sex","~season2 + sex","~year2 + sex","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~year2 + sex)",28,17861.9995990353,422.296860378287,0,1031.345
"46","~1","~sex","~year2 + season2","Phi(~1)p(~sex)f(~year2 + season2)",15,17862.2791441441,422.576405487158,0,1057.9704
"810","~year2 + season2 * sex","~season2 + sex","~year2 * sex","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~year2 * sex)",39,17862.439738657,422.737000000001,0,1009.3306
"422","~sex","~time","~year2 + sex","Phi(~sex)p(~time)f(~year2 + sex)",36,17863.6400770626,423.937338405569,0,1016.67
"431","~sex","~time + sex","~year2 + sex","Phi(~sex)p(~time + sex)f(~year2 + sex)",37,17864.6830604595,424.980321802504,0,1015.6681
"425","~sex","~time","~year2 * sex","Phi(~sex)p(~time)f(~year2 * sex)",46,17864.6997002122,424.9969615552,0,997.22412
"681","~year2 + season2 + sex","~season2","~year2 * sex","Phi(~year2 + season2 + sex)p(~season2)f(~year2 * sex)",37,17864.8320604595,425.129321802506,0,1015.8169
"433","~sex","~time + sex","~year2 * sex","Phi(~sex)p(~time + sex)f(~year2 * sex)",47,17866.7141018799,427.011363222944,0,997.18049
"447","~sex","~year2 * season2 + sex","~year2 * sex","Phi(~sex)p(~year2 * season2 + sex)f(~year2 * sex)",47,17866.7141018799,427.011363222944,0,997.18049
"372","~sex","~1","~year2 + season2","Phi(~sex)p(~1)f(~year2 + season2)",15,17866.7181441441,427.01540548716,0,1062.4089
"694","~year2 + season2 + sex","~season2 + sex","~year2 * sex","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~year2 * sex)",38,17866.8172806169,427.114541959887,0,1015.7561
"803","~year2 + season2 * sex","~season2 + sex","~year2","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~year2)",28,17869.8845990353,430.181860378289,0,1039.2295
"8","~1","~1","~year2 + season2 + sex","Phi(~1)p(~1)f(~year2 + season2 + sex)",15,17871.4151441441,431.71240548716,0,1067.1059
"956","~year2 + sex","~year2","~year2 + season2","Phi(~year2 + sex)p(~year2)f(~year2 + season2)",35,17873.5373293051,433.834590648152,0,1028.6112
"687","~year2 + season2 + sex","~season2 + sex","~year2","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~year2)",27,17874.1206962025,434.417957545546,0,1045.5
"790","~year2 + season2 * sex","~season2","~year2","Phi(~year2 + season2 * sex)p(~season2)f(~year2)",27,17874.9536962025,435.250957545544,0,1046.3327
"443","~sex","~year2 * season2","~year2 * sex","Phi(~sex)p(~year2 * season2)f(~year2 * sex)",46,17876.5837002122,436.880961555202,0,1009.108
"674","~year2 + season2 + sex","~season2","~year2","Phi(~year2 + season2 + sex)p(~season2)f(~year2)",26,17877.4270189816,437.724280324637,0,1050.8391
"7","~1","~1","~year2 + season2","Phi(~1)p(~1)f(~year2 + season2)",14,17878.0430882618,438.340349604798,0,1075.7518
"580","~year2 + season2","~season2 + sex","~year2 + sex","Phi(~year2 + season2)p(~season2 + sex)f(~year2 + sex)",27,17878.7026962025,438.999957545544,0,1050.0819
"420","~sex","~time","~year2","Phi(~sex)p(~time)f(~year2)",35,17879.0753293051,439.372590648149,0,1034.1487
"429","~sex","~time + sex","~year2","Phi(~sex)p(~time + sex)f(~year2)",36,17879.9520770626,440.249338405571,0,1032.9817
"567","~year2 + season2","~season2","~year2 + sex","Phi(~year2 + season2)p(~season2)f(~year2 + sex)",26,17882.7850189816,443.082280324637,0,1056.1972
"58","~1","~time","~year2 + sex","Phi(~1)p(~time)f(~year2 + sex)",35,17884.7993293051,445.096590648151,0,1039.8731
"66","~1","~time + sex","~year2 + sex","Phi(~1)p(~time + sex)f(~year2 + sex)",36,17885.5410770626,445.838338405571,0,1038.5712
"576","~year2 + season2","~season2 + sex","~year2","Phi(~year2 + season2)p(~season2 + sex)f(~year2)",26,17886.0460189816,446.343280324636,0,1059.4575
"583","~year2 + season2","~season2 + sex","~year2 * sex","Phi(~year2 + season2)p(~season2 + sex)f(~year2 * sex)",37,17888.5930604595,448.890321802504,0,1039.5778
"563","~year2 + season2","~season2","~year2","Phi(~year2 + season2)p(~season2)f(~year2)",25,17889.1435662651,449.440827608076,0,1064.5866
"131","~season2","~time","~season2 * sex","Phi(~season2)p(~time)f(~season2 * sex)",28,17889.7685990353,450.065860378287,0,1059.1137
"56","~1","~time","~year2","Phi(~1)p(~time)f(~year2)",34,17890.7188160677,451.016077410666,0,1047.8348
"72","~1","~year2 * season2","~year2","Phi(~1)p(~year2 * season2)f(~year2)",34,17890.7188160677,451.016077410666,0,1047.8348
"1097","~year2 * sex","~year2 * season2 + sex","~year2","Phi(~year2 * sex)p(~year2 * season2 + sex)f(~year2)",56,17891.0350155062,451.332276849247,0,1002.9286
"65","~1","~time + sex","~year2","Phi(~1)p(~time + sex)f(~year2)",35,17891.0883293051,451.385590648151,0,1046.1617
"76","~1","~year2 * season2 + sex","~year2","Phi(~1)p(~year2 * season2 + sex)f(~year2)",35,17891.0883293051,451.385590648151,0,1046.1617
"570","~year2 + season2","~season2","~year2 * sex","Phi(~year2 + season2)p(~season2)f(~year2 * sex)",36,17891.4320770626,451.72933840557,0,1044.462
"60","~1","~time","~year2 * sex","Phi(~1)p(~time)f(~year2 * sex)",45,17891.9705454545,452.267806797561,0,1026.5506
"1084","~year2 * sex","~year2 * season2","~year2","Phi(~year2 * sex)p(~year2 * season2)f(~year2)",55,17892.7383404255,453.035601768548,0,1006.7009
"69","~1","~time + sex","~year2 * sex","Phi(~1)p(~time + sex)f(~year2 * sex)",46,17893.1657002122,453.4629615552,0,1025.6898
"261","~season2 + sex","~year2 * season2","~season2","Phi(~season2 + sex)p(~year2 * season2)f(~season2)",27,17893.4406962025,453.737957545545,0,1064.8196
"456","~year2","~1","~year2 + season2 * sex","Phi(~year2)p(~1)f(~year2 + season2 * sex)",26,17896.8910189816,457.188280324637,0,1070.3025
"169","~season2","~year2 * season2 + sex","~season2 + sex","Phi(~season2)p(~year2 * season2 + sex)f(~season2 + sex)",28,17897.6775990353,457.974860378286,0,1067.0233
"934","~year2 + sex","~time","~sex","Phi(~year2 + sex)p(~time)f(~sex)",36,17900.5240770626,460.821338405571,0,1053.5543
"967","~year2 + sex","~year2 * season2","~sex","Phi(~year2 + sex)p(~year2 * season2)f(~sex)",36,17900.5240770626,460.821338405571,0,1053.5543
"360","~season2 * sex","~year2 * season2 + sex","~season2","Phi(~season2 * sex)p(~year2 * season2 + sex)f(~season2)",29,17901.8217285887,462.118989931674,0,1069.1317
"130","~season2","~time","~season2","Phi(~season2)p(~time)f(~season2)",26,17902.0410189816,462.338280324635,0,1075.4526
"159","~season2","~year2 * season2","~season2","Phi(~season2)p(~year2 * season2)f(~season2)",26,17902.0410189816,462.338280324635,0,1075.4526
"946","~year2 + sex","~time + sex","~sex","Phi(~year2 + sex)p(~time + sex)f(~sex)",37,17902.5250604595,462.822321802505,0,1053.5099
"980","~year2 + sex","~year2 * season2 + sex","~sex","Phi(~year2 + sex)p(~year2 * season2 + sex)f(~sex)",37,17902.5250604595,462.822321802505,0,1053.5099
"160","~season2","~year2 * season2","~season2 * sex","Phi(~season2)p(~year2 * season2)f(~season2 * sex)",28,17904.0005990353,464.297860378287,0,1073.3463
"170","~season2","~year2 * season2 + sex","~season2 * sex","Phi(~season2)p(~year2 * season2 + sex)f(~season2 * sex)",29,17904.9647285887,465.261989931674,0,1072.275
"1096","~year2 * sex","~year2 * season2 + sex","~sex","Phi(~year2 * sex)p(~year2 * season2 + sex)f(~sex)",47,17912.8961018799,473.193363222941,0,1043.3634
"485","~year2","~season2 + sex","~year2 * season2 + sex","Phi(~year2)p(~season2 + sex)f(~year2 * season2 + sex)",36,17914.2000770626,474.49733840557,0,1067.2304
"903","~year2 + sex","~season2","~year2 * season2 + sex","Phi(~year2 + sex)p(~season2)f(~year2 * season2 + sex)",36,17915.4990770626,475.796338405569,0,1068.5293
"1100","~year2 * sex","~year2 * season2 + sex","~year2 + sex","Phi(~year2 * sex)p(~year2 * season2 + sex)f(~year2 + sex)",57,17915.6479489051,475.945210248123,0,1025.4723
"789","~year2 + season2 * sex","~season2","~sex","Phi(~year2 + season2 * sex)p(~season2)f(~sex)",18,17918.5575906222,478.854851965196,0,1108.187
"802","~year2 + season2 * sex","~season2 + sex","~sex","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~sex)",19,17918.784502706,479.081764048966,0,1106.3906
"1031","~year2 * sex","~sex","~season2 * sex","Phi(~year2 * sex)p(~sex)f(~season2 * sex)",28,17918.9205990353,479.217860378289,0,1088.2661
"931","~year2 + sex","~time","~1","Phi(~year2 + sex)p(~time)f(~1)",35,17919.4563293051,479.75359064815,0,1074.5302
"1076","~year2 * sex","~year2 + sex","~year2 * season2","Phi(~year2 * sex)p(~year2 + sex)f(~year2 * season2)",55,17919.5393404255,479.836601768548,0,1033.5024
"943","~year2 + sex","~time + sex","~1","Phi(~year2 + sex)p(~time + sex)f(~1)",36,17920.7040770626,481.001338405571,0,1073.734
"673","~year2 + season2 + sex","~season2","~sex","Phi(~year2 + season2 + sex)p(~season2)f(~sex)",17,17922.1098942308,482.407155573783,0,1113.7611
"484","~year2","~season2 + sex","~year2 * season2","Phi(~year2)p(~season2 + sex)f(~year2 * season2)",35,17922.8413293051,483.138590648152,0,1077.9151
"686","~year2 + season2 + sex","~season2 + sex","~sex","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~sex)",18,17923.2165906222,483.513851965195,0,1112.8455
"501","~year2","~time","~sex","Phi(~year2)p(~time)f(~sex)",35,17925.6283293051,485.925590648148,0,1080.702
"527","~year2","~year2 * season2","~sex","Phi(~year2)p(~year2 * season2)f(~sex)",35,17925.6283293051,485.925590648148,0,1080.702
"992","~year2 * sex","~1","~season2 * sex","Phi(~year2 * sex)p(~1)f(~season2 * sex)",27,17926.0786962025,486.375957545544,0,1097.458
"538","~year2","~year2 * season2 + sex","~sex","Phi(~year2)p(~year2 * season2 + sex)f(~sex)",36,17926.8060770626,487.10333840557,0,1079.8359
"511","~year2","~time + sex","~sex","Phi(~year2)p(~time + sex)f(~sex)",36,17926.9200770626,487.217338405571,0,1079.9501
"798","~year2 + season2 * sex","~season2 + sex","~1","Phi(~year2 + season2 * sex)p(~season2 + sex)f(~1)",18,17931.7685906222,492.065851965195,0,1121.3984
"1079","~year2 * sex","~year2 * season2","~1","Phi(~year2 * sex)p(~year2 * season2)f(~1)",45,17934.1075454545,494.40480679756,0,1068.688
"1053","~year2 * sex","~time + sex","~1","Phi(~year2 * sex)p(~time + sex)f(~1)",46,17935.7547002122,496.0519615552,0,1068.2794
"682","~year2 + season2 + sex","~season2 + sex","~1","Phi(~year2 + season2 + sex)p(~season2 + sex)f(~1)",17,17936.9088942308,497.206155573782,0,1128.5595
"901","~year2 + sex","~season2","~year2 + sex","Phi(~year2 + sex)p(~season2)f(~year2 + sex)",26,17937.1040189816,497.401280324637,0,1110.516
"785","~year2 + season2 * sex","~season2","~1","Phi(~year2 + season2 * sex)p(~season2)f(~1)",17,17937.1518942308,497.449155573784,0,1128.8027
"914","~year2 + sex","~season2 + sex","~year2 + sex","Phi(~year2 + sex)p(~season2 + sex)f(~year2 + sex)",27,17939.9506962025,500.247957545544,0,1111.3295
"1045","~year2 * sex","~time","~sex","Phi(~year2 * sex)p(~time)f(~sex)",46,17940.1027002122,500.399961555202,0,1072.6266
"1083","~year2 * sex","~year2 * season2","~sex","Phi(~year2 * sex)p(~year2 * season2)f(~sex)",46,17940.1027002122,500.399961555202,0,1072.6265
"669","~year2 + season2 + sex","~season2","~1","Phi(~year2 + season2 + sex)p(~season2)f(~1)",16,17940.9914124362,501.288673779181,0,1134.6628
"575","~year2 + season2","~season2 + sex","~sex","Phi(~year2 + season2)p(~season2 + sex)f(~sex)",17,17941.7028942308,502.000155573784,0,1133.3538
"1056","~year2 * sex","~time + sex","~sex","Phi(~year2 * sex)p(~time + sex)f(~sex)",47,17941.8651018799,502.162363222942,0,1072.332
"562","~year2 + season2","~season2","~sex","Phi(~year2 + season2)p(~season2)f(~sex)",16,17946.8274124362,507.124673779181,0,1140.4991
"571","~year2 + season2","~season2 + sex","~1","Phi(~year2 + season2)p(~season2 + sex)f(~1)",16,17948.1464124362,508.44367377918,0,1141.818
"976","~year2 + sex","~year2 * season2 + sex","~1","Phi(~year2 + sex)p(~year2 * season2 + sex)f(~1)",36,17949.2290770626,509.526338405569,0,1102.2585
"925","~year2 + sex","~sex","~year2 + season2 + sex","Phi(~year2 + sex)p(~sex)f(~year2 + season2 + sex)",27,17951.3766962025,511.673957545543,0,1122.7556
"924","~year2 + sex","~sex","~year2 + season2","Phi(~year2 + sex)p(~sex)f(~year2 + season2)",26,17951.7820189816,512.079280324637,0,1125.1944
"558","~year2 + season2","~season2","~1","Phi(~year2 + season2)p(~season2)f(~1)",15,17952.4541441441,512.751405487161,0,1148.1454
"494","~year2","~sex","~year2 + season2 + sex","Phi(~year2)p(~sex)f(~year2 + season2 + sex)",26,17954.4420189816,514.739280324637,0,1127.8538
"887","~year2 + sex","~1","~year2 + season2 * sex","Phi(~year2 + sex)p(~1)f(~year2 + season2 * sex)",27,17956.2466962025,516.543957545546,0,1127.6257
"1092","~year2 * sex","~year2 * season2 + sex","~1","Phi(~year2 * sex)p(~year2 * season2 + sex)f(~1)",46,17959.2327002122,519.529961555199,0,1091.7571
"523","~year2","~year2 * season2","~1","Phi(~year2)p(~year2 * season2)f(~1)",34,17960.8808160677,521.178077410666,0,1117.9965
"534","~year2","~year2 * season2 + sex","~1","Phi(~year2)p(~year2 * season2 + sex)f(~1)",35,17962.1323293051,522.429590648149,0,1117.2056
"1041","~year2 * sex","~time","~1","Phi(~year2 * sex)p(~time)f(~1)",45,17963.1645454545,523.461806797561,0,1097.7447
"300","~season2 * sex","~season2","~year2 + sex","Phi(~season2 * sex)p(~season2)f(~year2 + sex)",18,17963.3925906222,523.689851965199,0,1153.0217
"313","~season2 * sex","~season2 + sex","~year2 + sex","Phi(~season2 * sex)p(~season2 + sex)f(~year2 + sex)",19,17963.692502706,523.989764048965,0,1151.2989
"303","~season2 * sex","~season2","~year2 * sex","Phi(~season2 * sex)p(~season2)f(~year2 * sex)",28,17965.7275990353,526.024860378289,0,1135.073
"479","~year2","~season2 + sex","~year2","Phi(~year2)p(~season2 + sex)f(~year2)",25,17966.1675662651,526.464827608077,0,1141.6108
"466","~year2","~season2","~year2","Phi(~year2)p(~season2)f(~year2)",24,17966.1993369467,526.496598289716,0,1143.6733
"214","~season2 + sex","~season2 + sex","~year2 + sex","Phi(~season2 + sex)p(~season2 + sex)f(~year2 + sex)",18,17966.9935906222,527.290851965197,0,1156.6231
"316","~season2 * sex","~season2 + sex","~year2 * sex","Phi(~season2 * sex)p(~season2 + sex)f(~year2 * sex)",29,17967.2477285887,527.544989931677,0,1134.5584
"201","~season2 + sex","~season2","~year2 + sex","Phi(~season2 + sex)p(~season2)f(~year2 + sex)",17,17967.6218942308,527.919155573782,0,1159.2726
"204","~season2 + sex","~season2","~year2 * sex","Phi(~season2 + sex)p(~season2)f(~year2 * sex)",27,17968.1636962025,528.460957545543,0,1139.5433
"1034","~year2 * sex","~sex","~year2 + season2","Phi(~year2 * sex)p(~sex)f(~year2 + season2)",36,17968.7200770626,529.017338405571,0,1121.7503
"217","~season2 + sex","~season2 + sex","~year2 * sex","Phi(~season2 + sex)p(~season2 + sex)f(~year2 * sex)",28,17970.9525990353,531.249860378288,0,1140.298
"890","~year2 + sex","~1","~year2 * season2 + sex","Phi(~year2 + sex)p(~1)f(~year2 * season2 + sex)",35,17973.0403293051,533.337590648149,0,1128.1135
"886","~year2 + sex","~1","~year2 + season2 + sex","Phi(~year2 + sex)p(~1)f(~year2 + season2 + sex)",26,17974.2380189816,534.535280324635,0,1147.6501
"427","~sex","~time + sex","~season2 + sex","Phi(~sex)p(~time + sex)f(~season2 + sex)",28,17976.0655990353,536.362860378289,0,1145.4109
"439","~sex","~year2 * season2","~season2","Phi(~sex)p(~year2 * season2)f(~season2)",26,17976.2940189816,536.591280324636,0,1149.7055
"904","~year2 + sex","~season2","~year2 * sex","Phi(~year2 + sex)p(~season2)f(~year2 * sex)",36,17976.8390770626,537.136338405569,0,1129.8689
"309","~season2 * sex","~season2 + sex","~year2","Phi(~season2 * sex)p(~season2 + sex)f(~year2)",18,17977.9655906222,538.262851965195,0,1167.5947
"885","~year2 + sex","~1","~year2 + season2","Phi(~year2 + sex)p(~1)f(~year2 + season2)",25,17978.4215662651,538.718827608074,0,1153.8648
"917","~year2 + sex","~season2 + sex","~year2 * sex","Phi(~year2 + sex)p(~season2 + sex)f(~year2 * sex)",37,17978.8000604595,539.097321802506,0,1129.7849
"509","~year2","~time + sex","~1","Phi(~year2)p(~time + sex)f(~1)",35,17981.6643293051,541.961590648149,0,1136.7376
"296","~season2 * sex","~season2","~year2","Phi(~season2 * sex)p(~season2)f(~year2)",17,17981.6668942308,541.964155573784,0,1173.3178
"418","~sex","~time","~season2","Phi(~sex)p(~time)f(~season2)",26,17982.1980189816,542.495280324638,0,1155.6104
"455","~year2","~1","~year2 + season2 + sex","Phi(~year2)p(~1)f(~year2 + season2 + sex)",25,17982.3885662651,542.685827608075,0,1157.8317
"1011","~year2 * sex","~season2","~year2 + sex","Phi(~year2 * sex)p(~season2)f(~year2 + sex)",36,17984.0310770626,544.328338405569,0,1137.0608
"197","~season2 + sex","~season2","~year2","Phi(~season2 + sex)p(~season2)f(~year2)",16,17984.9844124362,545.28167377918,0,1178.656
"71","~1","~year2 * season2","~season2","Phi(~1)p(~year2 * season2)f(~season2)",25,17985.0955662651,545.392827608077,0,1160.5388
"210","~season2 + sex","~season2 + sex","~year2","Phi(~season2 + sex)p(~season2 + sex)f(~year2)",17,17985.1158942308,545.413155573784,0,1176.7671
"1024","~year2 * sex","~season2 + sex","~year2 + sex","Phi(~year2 * sex)p(~season2 + sex)f(~year2 + sex)",37,17985.7470604595,546.044321802507,0,1136.7319
"75","~1","~year2 * season2 + sex","~season2","Phi(~1)p(~year2 * season2 + sex)f(~season2)",26,17987.0970189816,547.394280324635,0,1160.5091
"63","~1","~time + sex","~season2 + sex","Phi(~1)p(~time + sex)f(~season2 + sex)",27,17988.4466962025,548.743957545546,0,1159.8257
"910","~year2 + sex","~season2 + sex","~year2","Phi(~year2 + sex)p(~season2 + sex)f(~year2)",26,17988.8120189816,549.109280324636,0,1162.2241
"897","~year2 + sex","~season2","~year2","Phi(~year2 + sex)p(~season2)f(~year2)",25,17988.8835662651,549.180827608074,0,1164.3267
"112","~season2","~season2 + sex","~year2 + sex","Phi(~season2)p(~season2 + sex)f(~year2 + sex)",17,17990.5898942308,550.887155573782,0,1182.2405
"99","~season2","~season2","~year2 + sex","Phi(~season2)p(~season2)f(~year2 + sex)",16,17990.7534124362,551.05067377918,0,1184.4254
"62","~1","~time + sex","~season2","Phi(~1)p(~time + sex)f(~season2)",26,17992.7810189816,553.078280324637,0,1166.1932
"483","~year2","~season2 + sex","~year2 + sex","Phi(~year2)p(~season2 + sex)f(~year2 + sex)",26,17994.1840189816,554.481280324635,0,1167.596
"470","~year2","~season2","~year2 + sex","Phi(~year2)p(~season2)f(~year2 + sex)",25,17994.3065662651,554.603827608076,0,1169.7497
"426","~sex","~time + sex","~season2","Phi(~sex)p(~time + sex)f(~season2)",27,17997.0536962025,557.350957545546,0,1168.4334
"445","~sex","~year2 * season2 + sex","~season2","Phi(~sex)p(~year2 * season2 + sex)f(~season2)",27,17997.2396962025,557.536957545544,0,1168.619
"115","~season2","~season2 + sex","~year2 * sex","Phi(~season2)p(~season2 + sex)f(~year2 * sex)",27,17998.2966962025,558.593957545545,0,1169.6763
"95","~season2","~season2","~year2","Phi(~season2)p(~season2)f(~year2)",15,17999.1381441441,559.435405487158,0,1194.8285
"108","~season2","~season2 + sex","~year2","Phi(~season2)p(~season2 + sex)f(~year2)",16,17999.3124124362,559.609673779181,0,1192.9835
"102","~season2","~season2","~year2 * sex","Phi(~season2)p(~season2)f(~year2 * sex)",26,17999.9330189816,560.230280324635,0,1173.3449
"486","~year2","~season2 + sex","~year2 * sex","Phi(~year2)p(~season2 + sex)f(~year2 * sex)",36,18003.7540770626,564.05133840557,0,1156.7842
"54","~1","~time","~season2","Phi(~1)p(~time)f(~season2)",25,18003.9255662651,564.222827608075,0,1179.3692
"1007","~year2 * sex","~season2","~year2","Phi(~year2 * sex)p(~season2)f(~year2)",35,18004.4563293051,564.75359064815,0,1159.5301
"473","~year2","~season2","~year2 * sex","Phi(~year2)p(~season2)f(~year2 * sex)",35,18006.6883293051,566.98559064815,0,1161.7623
"1071","~year2 * sex","~year2","~year2 * season2 + sex","Phi(~year2 * sex)p(~year2)f(~year2 * season2 + sex)",55,18012.6413404255,572.938601768547,0,1126.6038
"388","~sex","~season2","~year2 + sex","Phi(~sex)p(~season2)f(~year2 + sex)",16,18015.4404124362,575.737673779178,0,1209.1122
"401","~sex","~season2 + sex","~year2 + sex","Phi(~sex)p(~season2 + sex)f(~year2 + sex)",17,18017.1528942308,577.450155573784,0,1208.8036
"391","~sex","~season2","~year2 * sex","Phi(~sex)p(~season2)f(~year2 * sex)",26,18018.2830189816,578.580280324637,0,1191.6945
"404","~sex","~season2 + sex","~year2 * sex","Phi(~sex)p(~season2 + sex)f(~year2 * sex)",27,18020.3106962025,580.607957545544,0,1191.69
"929","~year2 + sex","~sex","~year2 * season2 + sex","Phi(~year2 + sex)p(~sex)f(~year2 * season2 + sex)",36,18027.2740770626,587.571338405571,0,1180.304
"465","~year2","~season2","~sex","Phi(~year2)p(~season2)f(~sex)",15,18029.4241441441,589.721405487158,0,1225.1145
"921","~year2 + sex","~sex","~season2 * sex","Phi(~year2 + sex)p(~sex)f(~season2 * sex)",18,18033.4685906222,593.765851965196,0,1223.0976
"384","~sex","~season2","~year2","Phi(~sex)p(~season2)f(~year2)",15,18033.9361441441,594.233405487161,0,1229.6271
"461","~year2","~season2","~1","Phi(~year2)p(~season2)f(~1)",14,18035.0570882618,595.354349604797,0,1232.7656
"397","~sex","~season2 + sex","~year2","Phi(~sex)p(~season2 + sex)f(~year2)",16,18035.0594124362,595.356673779181,0,1228.7312
"474","~year2","~season2 + sex","~1","Phi(~year2)p(~season2 + sex)f(~1)",15,18036.5121441441,596.809405487158,0,1232.2028
"919","~year2 + sex","~sex","~season2","Phi(~year2 + sex)p(~sex)f(~season2)",16,18036.9684124362,597.26567377918,0,1230.64
"262","~season2 + sex","~year2 * season2","~season2 + sex","Phi(~season2 + sex)p(~year2 * season2)f(~season2 + sex)",28,18037.0135990353,597.310860378289,0,1206.3591
"23","~1","~season2","~year2 + sex","Phi(~1)p(~season2)f(~year2 + sex)",15,18039.7501441441,600.047405487159,0,1235.4408
"489","~year2","~sex","~season2 + sex","Phi(~year2)p(~sex)f(~season2 + sex)",16,18039.7624124362,600.059673779178,0,1233.4342
"882","~year2 + sex","~1","~season2 * sex","Phi(~year2 + sex)p(~1)f(~season2 * sex)",17,18040.3898942308,600.687155573782,0,1232.0407
"36","~1","~season2 + sex","~year2 + sex","Phi(~1)p(~season2 + sex)f(~year2 + sex)",16,18040.8364124362,601.133673779179,0,1234.508
"19","~1","~season2","~year2","Phi(~1)p(~season2)f(~year2)",14,18045.6570882618,605.954349604795,0,1243.3664
"237","~season2 + sex","~time + sex","~season2","Phi(~season2 + sex)p(~time + sex)f(~season2)",28,18046.1515990353,606.448860378288,0,1215.4966
"26","~1","~season2","~year2 * sex","Phi(~1)p(~season2)f(~year2 * sex)",25,18046.4695662651,606.766827608077,0,1221.9126
"488","~year2","~sex","~season2","Phi(~year2)p(~sex)f(~season2)",15,18046.4741441441,606.771405487161,0,1242.1652
"32","~1","~season2 + sex","~year2","Phi(~1)p(~season2 + sex)f(~year2)",15,18046.9711441441,607.268405487161,0,1242.6615
"39","~1","~season2 + sex","~year2 * sex","Phi(~1)p(~season2 + sex)f(~year2 * sex)",26,18048.0320189816,608.329280324637,0,1221.4443
"294","~season2 * sex","~season2","~season2 * sex","Phi(~season2 * sex)p(~season2)f(~season2 * sex)",10,18059.0779670165,619.375228359506,0,1264.847
"881","~year2 + sex","~1","~season2 + sex","Phi(~year2 + sex)p(~1)f(~season2 + sex)",16,18059.9434124362,620.240673779179,0,1253.615
"281","~season2 * sex","~1","~season2 * sex","Phi(~season2 * sex)p(~1)f(~season2 * sex)",9,18059.9949568345,620.292218177547,0,1267.7764
"451","~year2","~1","~season2 * sex","Phi(~year2)p(~1)f(~season2 * sex)",16,18060.3994124362,620.696673779181,0,1254.0708
"320","~season2 * sex","~sex","~season2 * sex","Phi(~season2 * sex)p(~sex)f(~season2 * sex)",10,18061.1659670165,621.463228359506,0,1266.9348
"208","~season2 + sex","~season2 + sex","~season2 * sex","Phi(~season2 + sex)p(~season2 + sex)f(~season2 * sex)",10,18061.8739670165,622.171228359508,0,1267.6429
