"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"823","~year2 + season2 * sex","~sex","~year2 * sex","Phi(~year2 + season2 * sex)p(~sex)f(~year2 * sex)",38,18504.1472806169,1064.44454195989,0,1653.0855
"588","~year2 + season2","~sex","~sex","Phi(~year2 + season2)p(~sex)f(~sex)",16,18505.4624124362,1065.75967377918,0,1699.1337
"784","~year2 + season2 * sex","~1","~year2 * sex","Phi(~year2 + season2 * sex)p(~1)f(~year2 * sex)",37,18505.4650604595,1065.76232180251,0,1656.45
"256","~season2 + sex","~year2 + sex","~year2 + sex","Phi(~season2 + sex)p(~year2 + sex)f(~year2 + sex)",27,18508.3886962025,1068.68595754555,0,1679.7684
"616","~year2 + season2","~year2","~sex","Phi(~year2 + season2)p(~year2)f(~sex)",25,18509.7385662651,1070.03582760808,0,1685.1816
"350","~season2 * sex","~year2 + sex","~year2 + sex","Phi(~season2 * sex)p(~year2 + sex)f(~year2 + sex)",28,18510.4225990353,1070.71986037829,0,1679.7678
"584","~year2 + season2","~sex","~1","Phi(~year2 + season2)p(~sex)f(~1)",15,18512.0991441441,1072.39640548716,0,1707.7897
"252","~season2 + sex","~year2 + sex","~year2","Phi(~season2 + sex)p(~year2 + sex)f(~year2)",26,18518.0330189816,1078.33028032464,0,1691.4449
"656","~year2 + season2 + sex","~1","~1","Phi(~year2 + season2 + sex)p(~1)f(~1)",15,18519.7341441441,1080.03140548716,0,1715.425
"347","~season2 * sex","~year2 + sex","~year2","Phi(~season2 * sex)p(~year2 + sex)f(~year2)",27,18520.0656962025,1080.36295754555,0,1691.4449
"259","~season2 + sex","~year2 + sex","~year2 * sex","Phi(~season2 + sex)p(~year2 + sex)f(~year2 * sex)",37,18520.1910604595,1080.48832180251,0,1671.176
"154","~season2","~year2 + sex","~year2 + sex","Phi(~season2)p(~year2 + sex)f(~year2 + sex)",26,18521.4560189816,1081.75328032464,0,1694.8675
"772","~year2 + season2 * sex","~1","~1","Phi(~year2 + season2 * sex)p(~1)f(~1)",16,18521.7534124362,1082.05067377918,0,1715.425
"248","~season2 + sex","~year2","~year2 + sex","Phi(~season2 + sex)p(~year2)f(~year2 + sex)",26,18523.7550189816,1084.05228032463,0,1697.1672
"151","~season2","~year2 + sex","~year2","Phi(~season2)p(~year2 + sex)f(~year2)",25,18524.7565662651,1085.05382760808,0,1700.2
"549","~year2 + season2","~1","~sex","Phi(~year2 + season2)p(~1)f(~sex)",15,18525.0111441441,1085.30840548716,0,1720.7017
"344","~season2 * sex","~year2","~year2 + sex","Phi(~season2 * sex)p(~year2)f(~year2 + sex)",27,18525.7876962025,1086.08495754554,0,1697.1668
"545","~year2 + season2","~1","~1","Phi(~year2 + season2)p(~1)f(~1)",14,18530.7250882618,1091.02234960479,0,1728.4342
"157","~season2","~year2 + sex","~year2 * sex","Phi(~season2)p(~year2 + sex)f(~year2 * sex)",36,18531.0380770626,1091.33533840557,0,1684.0677
"346","~season2 * sex","~year2","~year2 * sex","Phi(~season2 * sex)p(~year2)f(~year2 * sex)",37,18532.4970604595,1092.79432180251,0,1683.4821
"245","~season2 + sex","~year2","~year2","Phi(~season2 + sex)p(~year2)f(~year2)",25,18538.2355662651,1098.53282760808,0,1713.6789
"341","~season2 * sex","~year2","~year2","Phi(~season2 * sex)p(~year2)f(~year2)",26,18540.2670189816,1100.56428032464,0,1713.6789
"251","~season2 + sex","~year2","~year2 * sex","Phi(~season2 + sex)p(~year2)f(~year2 * sex)",36,18540.6340770626,1100.93133840557,0,1693.6638
"147","~season2","~year2","~year2 + sex","Phi(~season2)p(~year2)f(~year2 + sex)",25,18543.1335662651,1103.43082760807,0,1718.5765
"144","~season2","~year2","~year2","Phi(~season2)p(~year2)f(~year2)",24,18549.0043369467,1109.30159828972,0,1726.4778
"150","~season2","~year2","~year2 * sex","Phi(~season2)p(~year2)f(~year2 * sex)",35,18555.0473293051,1115.34459064815,0,1710.1205
"352","~season2 * sex","~year2 + sex","~year2 * sex","Phi(~season2 * sex)p(~year2 + sex)f(~year2 * sex)",38,18557.3662806169,1117.66354195989,0,1706.3046
"227","~season2 + sex","~sex","~year2 + sex","Phi(~season2 + sex)p(~sex)f(~year2 + sex)",17,18667.7698942308,1228.06715557378,0,1859.4211
"326","~season2 * sex","~sex","~year2 + sex","Phi(~season2 * sex)p(~sex)f(~year2 + sex)",18,18669.7925906222,1230.0898519652,0,1859.4216
"188","~season2 + sex","~1","~year2 + sex","Phi(~season2 + sex)p(~1)f(~year2 + sex)",16,18676.7554124362,1237.05267377918,0,1870.4271
"223","~season2 + sex","~sex","~year2","Phi(~season2 + sex)p(~sex)f(~year2)",16,18677.0944124362,1237.39167377918,0,1870.7664
"287","~season2 * sex","~1","~year2 + sex","Phi(~season2 * sex)p(~1)f(~year2 + sex)",17,18678.7758942308,1239.07315557378,0,1870.4274
"322","~season2 * sex","~sex","~year2","Phi(~season2 * sex)p(~sex)f(~year2)",17,18679.1158942308,1239.41315557378,0,1870.7665
"125","~season2","~sex","~year2 + sex","Phi(~season2)p(~sex)f(~year2 + sex)",16,18680.7514124362,1241.04867377918,0,1874.4225
"191","~season2 + sex","~1","~year2 * sex","Phi(~season2 + sex)p(~1)f(~year2 * sex)",26,18685.2490189816,1245.54628032464,0,1858.6607
"121","~season2","~sex","~year2","Phi(~season2)p(~sex)f(~year2)",15,18687.9111441441,1248.20840548716,0,1883.6019
"128","~season2","~sex","~year2 * sex","Phi(~season2)p(~sex)f(~year2 * sex)",26,18694.0370189816,1254.33428032464,0,1867.4493
"184","~season2 + sex","~1","~year2","Phi(~season2 + sex)p(~1)f(~year2)",15,18696.0181441441,1256.31540548716,0,1891.709
"849","~year2 + season2 * sex","~year2 + sex","~1","Phi(~year2 + season2 * sex)p(~year2 + sex)f(~1)",27,18696.5806962025,1256.87795754554,0,1867.9597
"283","~season2 * sex","~1","~year2","Phi(~season2 * sex)p(~1)f(~year2)",16,18698.0374124362,1258.33467377918,0,1891.7092
"230","~season2 + sex","~sex","~year2 * sex","Phi(~season2 + sex)p(~sex)f(~year2 * sex)",27,18699.0046962025,1259.30195754554,0,1870.3844
"329","~season2 * sex","~sex","~year2 * sex","Phi(~season2 * sex)p(~sex)f(~year2 * sex)",28,18701.0525990353,1261.34986037829,0,1870.398
"86","~season2","~1","~year2 + sex","Phi(~season2)p(~1)f(~year2 + sex)",15,18701.0651441441,1261.36240548716,0,1896.7562
"82","~season2","~1","~year2","Phi(~season2)p(~1)f(~year2)",14,18707.0060882618,1267.3033496048,0,1904.7147
"89","~season2","~1","~year2 * sex","Phi(~season2)p(~1)f(~year2 * sex)",25,18712.5155662651,1272.81282760808,0,1887.9585
"290","~season2 * sex","~1","~year2 * sex","Phi(~season2 * sex)p(~1)f(~year2 * sex)",27,18718.8946962025,1279.19195754554,0,1890.274
"222","~season2 + sex","~sex","~sex","Phi(~season2 + sex)p(~sex)f(~sex)",7,19017.2385530258,1577.53581436878,0,2229.0402
"321","~season2 * sex","~sex","~sex","Phi(~season2 * sex)p(~sex)f(~sex)",8,19019.2481525322,1579.54541387523,0,2229.0401
"183","~season2 + sex","~1","~sex","Phi(~season2 + sex)p(~1)f(~sex)",6,19024.5311572327,1584.82841857572,0,2238.3414
"282","~season2 * sex","~1","~sex","Phi(~season2 * sex)p(~1)f(~sex)",7,19026.5405530258,1586.83781436878,0,2238.3415
"218","~season2 + sex","~sex","~1","Phi(~season2 + sex)p(~sex)f(~1)",6,19028.2821572327,1588.57941857572,0,2242.0919
"317","~season2 * sex","~sex","~1","Phi(~season2 * sex)p(~sex)f(~1)",7,19030.2905530258,1590.58781436878,0,2242.0922
"120","~season2","~sex","~sex","Phi(~season2)p(~sex)f(~sex)",6,19031.3001572327,1591.59741857572,0,2245.1095
"116","~season2","~sex","~1","Phi(~season2)p(~sex)f(~1)",5,19036.3749640719,1596.67222541487,0,2252.192
"179","~season2 + sex","~1","~1","Phi(~season2 + sex)p(~1)f(~1)",5,19045.7949640719,1606.09222541487,0,2261.6122
"278","~season2 * sex","~1","~1","Phi(~season2 * sex)p(~1)f(~1)",6,19047.8031572327,1608.10041857572,0,2261.6125
"81","~season2","~1","~sex","Phi(~season2)p(~1)f(~sex)",5,19049.9779640719,1610.27522541487,0,2265.7951
"77","~season2","~1","~1","Phi(~season2)p(~1)f(~1)",4,19054.3609724633,1614.65823380635,0,2272.1835
"244","~season2 + sex","~year2","~1","Phi(~season2 + sex)p(~year2)f(~1)",15,19185.2081441441,1745.50540548716,0,2380.8992
"143","~season2","~year2","~1","Phi(~season2)p(~year2)f(~1)",14,19188.4950882618,1748.7923496048,0,2386.2038
"958","~year2 + sex","~year2","~year2 + sex","Phi(~year2 + sex)p(~year2)f(~year2 + sex)",35,19350.0423293051,1910.33959064815,0,2505.1154
"963","~year2 + sex","~year2 + sex","~year2 * sex","Phi(~year2 + sex)p(~year2 + sex)f(~year2 * sex)",46,19359.8577002122,1920.1549615552,0,2492.3824
"521","~year2","~year2 + sex","~year2","Phi(~year2)p(~year2 + sex)f(~year2)",34,19368.1168160677,1928.41407741067,0,2525.2328
"436","~sex","~year2 + sex","~year2 + sex","Phi(~sex)p(~year2 + sex)f(~year2 + sex)",26,19374.4370189816,1934.73428032464,0,2547.8488
"1078","~year2 * sex","~year2 + sex","~year2 * sex","Phi(~year2 * sex)p(~year2 + sex)f(~year2 * sex)",56,19377.6890155062,1937.98627684925,0,2489.5828
"434","~sex","~year2","~year2 + sex","Phi(~sex)p(~year2)f(~year2 + sex)",25,19378.8005662651,1939.09782760808,0,2554.2439
"519","~year2","~year2","~year2","Phi(~year2)p(~year2)f(~year2)",33,19379.5745362319,1939.8717975749,0,2538.7324
"435","~sex","~year2","~year2 * sex","Phi(~sex)p(~year2)f(~year2 * sex)",35,19384.4493293051,1944.74659064815,0,2539.5227
"437","~sex","~year2 + sex","~year2 * sex","Phi(~sex)p(~year2 + sex)f(~year2 * sex)",36,19385.3760770626,1945.67333840557,0,2538.406
"522","~year2","~year2 + sex","~year2 * sex","Phi(~year2)p(~year2 + sex)f(~year2 * sex)",45,19407.9895454545,1968.28680679756,0,2542.5702
"955","~year2 + sex","~year2","~year2","Phi(~year2 + sex)p(~year2)f(~year2)",34,19408.5468160677,1968.84407741067,0,2565.6626
"962","~year2 + sex","~year2 + sex","~year2 + sex","Phi(~year2 + sex)p(~year2 + sex)f(~year2 + sex)",36,19477.6400770626,2037.93733840557,0,2630.6703
"1075","~year2 * sex","~year2 + sex","~year2 + sex","Phi(~year2 * sex)p(~year2 + sex)f(~year2 + sex)",46,19493.5217002122,2053.8189615552,0,2626.0457
"1069","~year2 * sex","~year2","~year2 + sex","Phi(~year2 * sex)p(~year2)f(~year2 + sex)",45,19494.4265454545,2054.72380679756,0,2629.0067
"1066","~year2 * sex","~year2","~year2","Phi(~year2 * sex)p(~year2)f(~year2)",44,19514.9846364738,2075.28189781681,0,2651.6198
"1072","~year2 * sex","~year2","~year2 * sex","Phi(~year2 * sex)p(~year2)f(~year2 * sex)",55,19517.3583404255,2077.65560176855,0,2631.3205
"960","~year2 + sex","~year2 + sex","~sex","Phi(~year2 + sex)p(~year2 + sex)f(~sex)",26,19517.5950189816,2077.89228032464,0,2691.0067
"954","~year2 + sex","~year2","~sex","Phi(~year2 + sex)p(~year2)f(~sex)",25,19517.8325662651,2078.12982760807,0,2693.2761
"520","~year2","~year2 + sex","~1","Phi(~year2)p(~year2 + sex)f(~1)",24,19536.8973369467,2097.19459828972,0,2714.3713
"1073","~year2 * sex","~year2 + sex","~sex","Phi(~year2 * sex)p(~year2 + sex)f(~sex)",36,19623.2900770626,2183.58733840557,0,2776.3202
"1065","~year2 * sex","~year2","~sex","Phi(~year2 * sex)p(~year2)f(~sex)",35,19629.3173293051,2189.61459064815,0,2784.3914
"927","~year2 + sex","~sex","~year2 + sex","Phi(~year2 + sex)p(~sex)f(~year2 + sex)",26,19668.8400189816,2229.13728032464,0,2842.2521
"888","~year2 + sex","~1","~year2 + sex","Phi(~year2 + sex)p(~1)f(~year2 + sex)",25,19670.4595662651,2230.75682760807,0,2845.9027
"923","~year2 + sex","~sex","~year2","Phi(~year2 + sex)p(~sex)f(~year2)",25,19674.2635662651,2234.56082760807,0,2849.7072
"496","~year2","~sex","~year2 + sex","Phi(~year2)p(~sex)f(~year2 + sex)",25,19677.1705662651,2237.46782760807,0,2852.6142
"891","~year2 + sex","~1","~year2 * sex","Phi(~year2 + sex)p(~1)f(~year2 * sex)",35,19679.9293293051,2240.22659064815,0,2835.0026
"930","~year2 + sex","~sex","~year2 * sex","Phi(~year2 + sex)p(~sex)f(~year2 * sex)",36,19680.5020770626,2240.79933840557,0,2833.5324
"998","~year2 * sex","~1","~year2 + sex","Phi(~year2 * sex)p(~1)f(~year2 + sex)",35,19682.6623293051,2242.95959064815,0,2837.7357
"1037","~year2 * sex","~sex","~year2 + sex","Phi(~year2 * sex)p(~sex)f(~year2 + sex)",36,19683.0920770626,2243.38933840557,0,2836.1216
"492","~year2","~sex","~year2","Phi(~year2)p(~sex)f(~year2)",24,19685.2633369467,2245.56059828971,0,2862.7374
"884","~year2 + sex","~1","~year2","Phi(~year2 + sex)p(~1)f(~year2)",24,19688.5623369467,2248.85959828972,0,2866.0357
"1001","~year2 * sex","~1","~year2 * sex","Phi(~year2 * sex)p(~1)f(~year2 * sex)",45,19689.8265454545,2250.12380679756,0,2824.4065
"1040","~year2 * sex","~sex","~year2 * sex","Phi(~year2 * sex)p(~sex)f(~year2 * sex)",46,19691.3227002122,2251.6199615552,0,2823.8474
"1033","~year2 * sex","~sex","~year2","Phi(~year2 * sex)p(~sex)f(~year2)",35,19692.3843293051,2252.68159064815,0,2847.4578
"499","~year2","~sex","~year2 * sex","Phi(~year2)p(~sex)f(~year2 * sex)",35,19692.5903293051,2252.88759064815,0,2847.6638
"457","~year2","~1","~year2 + sex","Phi(~year2)p(~1)f(~year2 + sex)",24,19693.9143369467,2254.21159828972,0,2871.388
"453","~year2","~1","~year2","Phi(~year2)p(~1)f(~year2)",23,19700.1173299217,2260.41459126475,0,2879.62
"994","~year2 * sex","~1","~year2","Phi(~year2 * sex)p(~1)f(~year2)",34,19706.0978160677,2266.39507741067,0,2863.2136
"460","~year2","~1","~year2 * sex","Phi(~year2)p(~1)f(~year2 * sex)",34,19707.8858160677,2268.18307741067,0,2865.0023
"922","~year2 + sex","~sex","~sex","Phi(~year2 + sex)p(~sex)f(~sex)",16,19712.1344124362,2272.43167377918,0,2905.8055
"883","~year2 + sex","~1","~sex","Phi(~year2 + sex)p(~1)f(~sex)",15,19713.3691441441,2273.66640548716,0,2909.0598
"918","~year2 + sex","~sex","~1","Phi(~year2 + sex)p(~sex)f(~1)",15,19718.3491441441,2278.64640548716,0,2914.0398
"491","~year2","~sex","~sex","Phi(~year2)p(~sex)f(~sex)",15,19721.3001441441,2281.59740548716,0,2916.9905
"487","~year2","~sex","~1","Phi(~year2)p(~sex)f(~1)",14,19728.4690882618,2288.7663496048,0,2926.1784
"879","~year2 + sex","~1","~1","Phi(~year2 + sex)p(~1)f(~1)",14,19733.2270882618,2293.5243496048,0,2930.936
"1028","~year2 * sex","~sex","~1","Phi(~year2 * sex)p(~sex)f(~1)",25,19736.1905662651,2296.48782760807,0,2911.634
"452","~year2","~1","~sex","Phi(~year2)p(~1)f(~sex)",14,19738.8350882618,2299.1323496048,0,2936.5439
"448","~year2","~1","~1","Phi(~year2)p(~1)f(~1)",13,19744.5512436975,2304.84850504049,0,2944.2768
"989","~year2 * sex","~1","~1","Phi(~year2 * sex)p(~1)f(~1)",24,19750.4433369467,2310.74059828971,0,2927.9174
"414","~sex","~sex","~year2 + sex","Phi(~sex)p(~sex)f(~year2 + sex)",16,19809.5524124362,2369.84967377918,0,3003.2242
"1032","~year2 * sex","~sex","~sex","Phi(~year2 * sex)p(~sex)f(~sex)",26,19810.2720189816,2370.56928032463,0,2983.6835
"375","~sex","~1","~year2 + sex","Phi(~sex)p(~1)f(~year2 + sex)",15,19811.0981441441,2371.39540548716,0,3006.7893
"410","~sex","~sex","~year2","Phi(~sex)p(~sex)f(~year2)",15,19814.5511441441,2374.84840548716,0,3010.2415
"49","~1","~sex","~year2 + sex","Phi(~1)p(~sex)f(~year2 + sex)",15,19817.1971441441,2377.49440548716,0,3012.8879
"378","~sex","~1","~year2 * sex","Phi(~sex)p(~1)f(~year2 * sex)",25,19820.4035662651,2380.70082760807,0,2995.8474
"417","~sex","~sex","~year2 * sex","Phi(~sex)p(~sex)f(~year2 * sex)",26,19821.2210189816,2381.51828032464,0,2994.6325
"45","~1","~sex","~year2","Phi(~1)p(~sex)f(~year2)",14,19824.9120882618,2385.2093496048,0,3022.6211
"993","~year2 * sex","~1","~sex","Phi(~year2 * sex)p(~1)f(~sex)",25,19828.6535662651,2388.95082760807,0,3004.0971
"371","~sex","~1","~year2","Phi(~sex)p(~1)f(~year2)",14,19830.1830882618,2390.4803496048,0,3027.8917
"52","~1","~sex","~year2 * sex","Phi(~1)p(~sex)f(~year2 * sex)",25,19831.8065662651,2392.10382760808,0,3007.2497
"10","~1","~1","~year2 + sex","Phi(~1)p(~1)f(~year2 + sex)",14,19835.5200882618,2395.8173496048,0,3033.2287
"6","~1","~1","~year2","Phi(~1)p(~1)f(~year2)",13,19841.4802436975,2401.77750504049,0,3041.2062
"13","~1","~1","~year2 * sex","Phi(~1)p(~1)f(~year2 * sex)",24,19848.4913369467,2408.78859828972,0,3025.9653
"370","~sex","~1","~sex","Phi(~sex)p(~1)f(~sex)",5,20092.7029640719,2653.00022541487,0,3308.52
"409","~sex","~sex","~sex","Phi(~sex)p(~sex)f(~sex)",6,20093.4621572327,2653.75941857572,0,3307.2724
"405","~sex","~sex","~1","Phi(~sex)p(~sex)f(~1)",5,20102.3199640719,2662.61722541487,0,3318.137
"44","~1","~sex","~sex","Phi(~1)p(~sex)f(~sex)",5,20104.6749640719,2664.97222541487,0,3320.4921
"40","~1","~sex","~1","Phi(~1)p(~sex)f(~1)",4,20110.0749724633,2670.37223380635,0,3327.8978
"366","~sex","~1","~1","Phi(~sex)p(~1)f(~1)",4,20115.9259724633,2676.22323380635,0,3333.7494
"5","~1","~1","~sex","Phi(~1)p(~1)f(~sex)",4,20120.4429724633,2680.74023380635,0,3338.2662
"1","~1","~1","~1","Phi(~1)p(~1)f(~1)",3,20124.8791813285,2685.17644267156,0,3344.7065
